team,snapshot_date,player_name,position,age,contract_type,cap_hit,base_salary,incentives_likely,incentives_unlikely,trade_bonus_proration,guaranteed
cleveland-cavaliers,2025-11-16,Donovan Mitchell,SG,30,VET-EXT,50105628,50105628,,,,50105628
cleveland-cavaliers,2025-11-16,Evan Mobley,PF,25,DRK-EXT,50105628,50105628,,,,50105628
cleveland-cavaliers,2025-11-16,Darius Garland,PG,27,DRK-EXT,42166510,42166510,,,,42166510
cleveland-cavaliers,2025-11-16,Jarrett Allen,C,28,VET-EXT,28000000,28000000,,,,28000000
cleveland-cavaliers,2025-11-16,De'Andre Hunter,SF,29,RK-EXT,24910714,24910714,,1250000,,24910714
cleveland-cavaliers,2025-11-16,Max Strus,SG,30,S&T,16660836,16660836,,,,16660836
cleveland-cavaliers,2025-11-16,Lonzo Ball,PG,29,EXT,10000000,10000000,,,,10000000
cleveland-cavaliers,2025-11-16,Sam Merrill,SG,30,FA,9160715,9160715,,,,9160715
cleveland-cavaliers,2025-11-16,Jaylon Tyson,SG,24,RK-1ST,3658560,3658560,,,,3658560
cleveland-cavaliers,2025-11-16,Craig Porter Jr.,G,26,ROS,2406205,2406205,,,,
cleveland-cavaliers,2025-11-16,Tyrese Proctor,SG,22,RK-2ND,2150917,2150917,,,,2150917
dallas-mavericks,2026-07-18,Kyrie Irving,PG,34,FA,39491282,39491282,,,,39491282
dallas-mavericks,2026-07-18,PJ Washington,PF,28,VET-EXT,19813044,19813044,,,,19813044
dallas-mavericks,2026-07-18,Klay Thompson,SG,36,S&T,17460317,17460317,,,,17460317
dallas-mavericks,2026-07-18,Daniel Gafford,C,28,VET-EXT,17263584,17263584,,,,17263584
dallas-mavericks,2026-07-18,Santi Aldama,C,26,FA,17007043,17007043,,,,17007043
dallas-mavericks,2026-07-18,Cooper Flagg,SF,20,RK-1ST,14517480,14517480,,,,14517480
dallas-mavericks,2026-07-18,Caleb Martin,SF,31,FA,10001494,8963901,,1344585,,8963901
dallas-mavericks,2026-07-18,Naji Marshall,SF,29,FA,9428571,9428571,,,,9428571
dallas-mavericks,2026-07-18,Max Christie,SG,23,FA,8285714,8285714,,,,8285714
dallas-mavericks,2026-07-18,Dereck Lively II,C,22,RK-1ST,7239131,7239131,,,,7239131
dallas-mavericks,2026-07-18,Morez Johnson Jr.,C,21,RK-1ST,6754800,6754800,,,,6754800
dallas-mavericks,2026-07-18,Marcus Sasser,PG,26,RK-1ST,5198983,5198983,,,,5198983
dallas-mavericks,2026-07-18,Sergio de Larrea,SG,21,RK-1ST,3182280,3182280,,,,3182280
dallas-mavericks,2026-07-18,Tarik Biberovic,PF,26,RK,3000000,3000000,,,,3000000
dallas-mavericks,2026-07-18,Ryan Nembhard,PG,23,ROS,2150917,2150917,,,,
