team,snapshot_date,deadline_date,player_name,kind,holder,season,value,note,raw_type
milwaukee-bucks,2026-07-12,10/31/2027,Kasparas Jakucionis,option,club,2028-29,6205687,,CLUB 2028-29 Club Option
milwaukee-bucks,2026-07-12,1/10/2028,Bogoljub Marković,guarantee,,2027-28,2294370,,GUARANTEED 2027-28 Guaranteed
milwaukee-bucks,2026-07-12,6/29/2028,Kel'el Ware,qualifying_offer,,2028-29,10689719,,RFA / QO 2028-29 Qualifying Offer
milwaukee-bucks,2026-07-12,6/29/2028,Myles Turner,option,player,2028-29,29115990,,PLAYER 2028-29 Player Option
milwaukee-bucks,2026-07-12,7/1/2028,Kasparas Jakucionis,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
milwaukee-bucks,2026-07-12,7/1/2028,Bogoljub Marković,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
milwaukee-bucks,2026-07-12,7/6/2028,Bogoljub Marković,guarantee,,2028-29,2694363,last day of 2028 Moratorium,GUARANTEED 2028-29 Guaranteed — last day of 2028 Moratorium
milwaukee-bucks,2026-07-12,10/31/2028,Brayden Burries,option,club,2029-30,8999614,,CLUB 2029-30 Club Option
milwaukee-bucks,2026-07-12,10/31/2028,Nate Ament,option,club,2029-30,8648594,,CLUB 2029-30 Club Option
milwaukee-bucks,2026-07-12,6/29/2029,Bogoljub Marković,option,club,2029-30,,non-guaranteed,CLUB 2029-30 Club Option — non-guaranteed
milwaukee-bucks,2026-07-12,6/29/2029,Kasparas Jakucionis,qualifying_offer,,2029-30,9513319,,RFA / QO 2029-30 Qualifying Offer
milwaukee-bucks,2026-07-12,7/1/2029,Brayden Burries,extension_eligible,,2029-30,,,EXTENSION ELIGIBLE 2029-30 Extension Eligible
milwaukee-bucks,2026-07-12,7/1/2029,Nate Ament,extension_eligible,,2029-30,,,EXTENSION ELIGIBLE 2029-30 Extension Eligible
milwaukee-bucks,2026-07-12,7/6/2029,Bogoljub Marković,guarantee,,2029-30,2918152,last day of 2029 Moratorium,GUARANTEED 2029-30 Guaranteed — last day of 2029 Moratorium
milwaukee-bucks,2026-07-12,6/29/2030,Brayden Burries,qualifying_offer,,2030-31,13157436,,RFA / QO 2030-31 Qualifying Offer
milwaukee-bucks,2026-07-12,6/29/2030,Nate Ament,qualifying_offer,,2030-31,12825866,,RFA / QO 2030-31 Qualifying Offer
minnesota-timberwolves,2023-11-14,10/18/2026,Enrique Freeman,guarantee,,2026-27,,50%; first day of Regular Season,GUARANTEED 2026-27 Guaranteed — 50%; first day of Regular Season
minnesota-timberwolves,2023-11-14,10/23/2026,Jaden McDaniels,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
minnesota-timberwolves,2023-11-14,10/24/2026,Rudy Gobert,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
minnesota-timberwolves,2023-11-14,10/31/2026,Terrence Shannon Jr.,option,club,2027-28,5054159,,CLUB 2027-28 Club Option
minnesota-timberwolves,2023-11-14,10/31/2026,Joan Beringer,option,club,2027-28,4621200,,CLUB 2027-28 Club Option
minnesota-timberwolves,2023-11-14,6/29/2027,Rudy Gobert,option,player,2027-28,38000000,,PLAYER 2027-28 Player Option
minnesota-timberwolves,2023-11-14,6/29/2027,Julius Randle,option,player,2027-28,35802468,,PLAYER 2027-28 Player Option
minnesota-timberwolves,2023-11-14,6/29/2027,Rocco Zikarsky,qualifying_offer,,2027-28,2301485,TBD -Two-Way,RFA / QO 2027-28 Qualifying Offer — TBD -Two-Way
minnesota-timberwolves,2023-11-14,6/29/2027,Zyon Pullin,qualifying_offer,,2027-28,,TBD - Two-Way,RFA / QO 2027-28 Qualifying Offer — TBD - Two-Way
minnesota-timberwolves,2023-11-14,6/29/2027,Enrique Freeman,qualifying_offer,,2027-28,,TBD - Two-Way,RFA / QO 2027-28 Qualifying Offer — TBD - Two-Way
minnesota-timberwolves,2023-11-14,7/1/2027,Terrence Shannon Jr.,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
minnesota-timberwolves,2023-11-14,10/31/2027,Joan Beringer,option,club,2028-29,7098163,,CLUB 2028-29 Club Option
minnesota-timberwolves,2023-11-14,6/29/2028,Terrence Shannon Jr.,qualifying_offer,,2028-29,8000734,,RFA / QO 2028-29 Qualifying Offer
minnesota-timberwolves,2023-11-14,7/1/2028,Joan Beringer,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
minnesota-timberwolves,2023-11-14,6/29/2029,Joan Beringer,qualifying_offer,,2029-30,10732423,,RFA / QO 2029-30 Qualifying Offer
minnesota-timberwolves,2023-11-14,6/29/2030,Ayo Dosunmu,option,player,2030-31,25489652,,PLAYER 2030-31 Player Option
new-orleans-pelicans,2026-02-25,6/29/2026,Kevon Looney,option,club,2026-27,8000000,,CLUB 2026-27 Club Option
new-orleans-pelicans,2026-02-25,6/29/2026,Hunter Dickinson,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
new-orleans-pelicans,2026-02-25,6/29/2026,Trey Alexander,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
new-orleans-pelicans,2026-02-25,6/29/2026,Karlo Matkovic,option,club,2026-27,2296271,,CLUB 2026-27 Club Option
new-orleans-pelicans,2026-02-25,7/1/2026,Jordan Hawkins,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
new-orleans-pelicans,2026-02-25,7/9/2026,Dejounte Murray,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
new-orleans-pelicans,2026-02-25,7/10/2026,Saddiq Bey,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
new-orleans-pelicans,2026-02-25,7/15/2026,Karlo Matkovic,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
new-orleans-pelicans,2026-02-25,7/15/2026,Zion Williamson,guarantee,,2026-27,42166510,,GUARANTEED 2026-27 Guaranteed
new-orleans-pelicans,2026-02-25,10/31/2026,Yves Missi,option,club,2027-28,5595827,,CLUB 2027-28 Club Option
new-orleans-pelicans,2026-02-25,10/31/2026,Jeremiah Fears,option,club,2027-28,8271960,,CLUB 2027-28 Club Option
new-orleans-pelicans,2026-02-25,10/31/2026,Derik Queen,option,club,2027-28,5673840,,CLUB 2027-28 Club Option
new-orleans-pelicans,2026-02-25,2/20/2027,Bryce McGowens,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
new-orleans-pelicans,2026-02-25,6/29/2027,Jordan Hawkins,qualifying_offer,,2027-28,10469646,,RFA / QO 2027-28 Qualifying Offer
new-orleans-pelicans,2026-02-25,6/29/2027,Bryce McGowens,option,club,2027-28,2934742,,CLUB 2027-28 Club Option
new-orleans-pelicans,2026-02-25,6/29/2027,Herb Jones,option,player,2027-28,24195628,,PLAYER 2027-28 Player Option
new-orleans-pelicans,2026-02-25,6/29/2027,Dejounte Murray,option,player,2027-28,30751504,,PLAYER 2027-28 Player Option
new-orleans-pelicans,2026-02-25,6/29/2027,Karlo Matkovic,qualifying_offer,,2027-28,3099966,,RFA / QO 2027-28 Qualifying Offer
new-orleans-pelicans,2026-02-25,7/1/2027,Yves Missi,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
new-orleans-pelicans,2026-02-25,7/6/2027,Micah Peavy,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
new-orleans-pelicans,2026-02-25,7/15/2027,Zion Williamson,guarantee,,2027-28,44886930,,GUARANTEED 2027-28 Guaranteed
new-orleans-pelicans,2026-02-25,10/1/2027,Trey Murphy III,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
new-orleans-pelicans,2026-02-25,10/18/2027,Micah Peavy,guarantee,,2027-28,2525901,Opening Night TBD,GUARANTEED 2027-28 Guaranteed — Opening Night TBD
new-orleans-pelicans,2026-02-25,10/31/2027,Jeremiah Fears,option,club,2028-29,10505389,,CLUB 2028-29 Club Option
new-orleans-pelicans,2026-02-25,10/31/2027,Derik Queen,option,club,2028-29,8107918,,CLUB 2028-29 Club Option
new-orleans-pelicans,2026-02-25,6/29/2028,Yves Missi,qualifying_offer,,2028-29,8623170,,RFA / QO 2028-29 Qualifying Offer
new-orleans-pelicans,2026-02-25,6/29/2028,Micah Peavy,option,club,2028-29,,,CLUB 2028-29 Club Option
new-orleans-pelicans,2026-02-25,7/1/2028,Derik Queen,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
new-orleans-pelicans,2026-02-25,7/1/2028,Jeremiah Fears,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
new-orleans-pelicans,2026-02-25,7/14/2028,Herb Jones,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
new-orleans-pelicans,2026-02-25,10/16/2028,Micah Peavy,guarantee,,2028-29,2735698,Opening Night TBD,GUARANTEED 2028-29 Guaranteed — Opening Night TBD
new-orleans-pelicans,2026-02-25,6/29/2029,Jeremiah Fears,qualifying_offer,,2029-30,15138266,,RFA / QO 2029-30 Qualifying Offer
new-orleans-pelicans,2026-02-25,6/29/2029,Derik Queen,qualifying_offer,,2029-30,12024042,,RFA / QO 2029-30 Qualifying Offer
new-york-knicks,2026-03-25,6/29/2026,Ariel Hukporti,qualifying_offer,,2026-27,2725905,,RFA / QO 2026-27 Qualifying Offer
new-york-knicks,2026-03-25,6/29/2026,Dillon Jones,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
new-york-knicks,2026-03-25,6/29/2026,Trey Jemison,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
new-york-knicks,2026-03-25,6/29/2026,Kevin McCullar Jr.,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
new-york-knicks,2026-03-25,6/29/2026,Mohamed Diawara,qualifying_offer,,2026-27,,,RFA / QO 2026-27 Qualifying Offer
new-york-knicks,2026-03-25,6/29/2026,Jose Alvarado,option,player,2026-27,4500000,,PLAYER 2026-27 Player Option
new-york-knicks,2026-03-25,7/4/2026,Tyler Kolek,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
new-york-knicks,2026-03-25,8/10/2026,Josh Hart,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
new-york-knicks,2026-03-25,10/31/2026,Pacome Dadiet,option,club,2027-28,5373608,,CLUB 2027-28 Club Option
new-york-knicks,2026-03-25,6/29/2027,Karl-Anthony Towns,option,player,2027-28,62062000,,PLAYER 2027-28 Player Option
new-york-knicks,2026-03-25,6/29/2027,Tyler Kolek,option,club,2027-28,2486995,,CLUB 2027-28 Club Option
new-york-knicks,2026-03-25,6/29/2027,Josh Hart,option,club,2027-28,22375280,,CLUB 2027-28 Club Option
new-york-knicks,2026-03-25,7/6/2027,OG Anunoby,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
new-york-knicks,2026-03-25,7/12/2027,Jalen Brunson,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
new-york-knicks,2026-03-25,6/29/2028,Jalen Brunson,option,player,2028-29,43330561,,PLAYER 2028-29 Player Option
new-york-knicks,2026-03-25,6/29/2028,Pacome Dadiet,qualifying_offer,,2028-29,8431191,,RFA / QO 2028-29 Qualifying Offer
new-york-knicks,2026-03-25,6/29/2028,OG Anunoby,option,player,2028-29,48362068,,PLAYER 2028-29 Player Option
new-york-knicks,2026-03-25,8/1/2028,Mikal Bridges,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
new-york-knicks,2026-03-25,6/29/2029,Mikal Bridges,option,player,2029-30,41517856,,PLAYER 2029-30 Player Option
oklahoma-city-thunder,2025-07-30,10/31/2025,Dillon Jones,option,club,2026-27,2884440,,CLUB 2026-27 Club Option
oklahoma-city-thunder,2025-07-30,10/31/2025,Nikola Topic,option,club,2026-27,5429760,,CLUB 2026-27 Club Option
oklahoma-city-thunder,2025-07-30,10/31/2025,Cason Wallace,option,club,2026-27,7420806,,CLUB 2026-27 Club Option
oklahoma-city-thunder,2025-07-30,6/29/2026,Jalen Williams,qualifying_offer,,2026-27,9055452,,RFA / QO 2026-27 Qualifying Offer
oklahoma-city-thunder,2025-07-30,6/29/2026,Brooks Barnhizer,qualifying_offer,,2026-27,2253346,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
oklahoma-city-thunder,2025-07-30,6/29/2026,Isaiah Hartenstein,option,club,2026-27,28500000,,CLUB 2026-27 Club Option
oklahoma-city-thunder,2025-07-30,6/29/2026,Kenrich Williams,option,club,2026-27,7163000,,CLUB 2026-27 Club Option
oklahoma-city-thunder,2025-07-30,6/29/2026,Chet Holmgren,qualifying_offer,,2026-27,17919435,,RFA / QO 2026-27 Qualifying Offer
oklahoma-city-thunder,2025-07-30,6/29/2026,Ousmane Dieng,option,club,2026-27,9132437,,CLUB 2026-27 Club Option
oklahoma-city-thunder,2025-07-30,6/29/2026,Luguentz Dort,option,club,2026-27,17722222,,CLUB 2026-27 Club Option
oklahoma-city-thunder,2025-07-30,6/30/2026,Ajay Mitchell,guarantee,,2026-27,2850000,,GUARANTEED 2026-27 Guaranteed
oklahoma-city-thunder,2025-07-30,7/1/2026,Cason Wallace,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
oklahoma-city-thunder,2025-07-30,7/6/2026,Isaiah Hartenstein,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
oklahoma-city-thunder,2025-07-30,7/7/2026,Isaiah Joe,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
oklahoma-city-thunder,2025-07-30,10/31/2026,Dillon Jones,option,club,2027-28,5200646,,CLUB 2027-28 Club Option
oklahoma-city-thunder,2025-07-30,10/31/2026,Thomas Sorber,option,club,2027-28,5120400,,CLUB 2027-28 Club Option
oklahoma-city-thunder,2025-07-30,10/31/2026,Nikola Topic,option,club,2027-28,7482210,,CLUB 2027-28 Club Option
oklahoma-city-thunder,2025-07-30,6/29/2027,Cason Wallace,qualifying_offer,,2027-28,10849219,,RFA / QO 2027-28 Qualifying Offer
oklahoma-city-thunder,2025-07-30,6/29/2027,Ajay Mitchell,option,club,2027-28,1500000,,CLUB 2027-28 Club Option
oklahoma-city-thunder,2025-07-30,6/29/2027,Jaylin Williams,option,club,2027-28,7774648,,CLUB 2027-28 Club Option
oklahoma-city-thunder,2025-07-30,6/29/2027,Isaiah Joe,option,club,2027-28,11323006,,CLUB 2027-28 Club Option
oklahoma-city-thunder,2025-07-30,6/30/2027,Ajay Mitchell,guarantee,,2027-28,2850000,,GUARANTEED 2027-28 Guaranteed
oklahoma-city-thunder,2025-07-30,7/1/2027,Dillon Jones,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
oklahoma-city-thunder,2025-07-30,7/1/2027,Nikola Topic,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
oklahoma-city-thunder,2025-07-30,7/6/2027,Ajay Mitchell,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
oklahoma-city-thunder,2025-07-30,7/7/2027,Aaron Wiggins,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
oklahoma-city-thunder,2025-07-30,10/31/2027,Thomas Sorber,option,club,2028-29,7849573,,CLUB 2028-29 Club Option
oklahoma-city-thunder,2025-07-30,12/22/2027,Alex Caruso,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
oklahoma-city-thunder,2025-07-30,6/29/2028,Nikola Topic,qualifying_offer,,2028-29,11043743,,RFA / QO 2028-29 Qualifying Offer
oklahoma-city-thunder,2025-07-30,6/29/2028,Dillon Jones,qualifying_offer,,2028-29,8196220,,RFA / QO 2028-29 Qualifying Offer
oklahoma-city-thunder,2025-07-30,7/1/2028,Thomas Sorber,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
oklahoma-city-thunder,2025-07-30,7/9/2028,Chet Holmgren,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
oklahoma-city-thunder,2025-07-30,6/29/2029,Thomas Sorber,qualifying_offer,,2029-30,11758661,,RFA / QO 2029-30 Qualifying Offer
orlando-magic,2025-08-02,10/31/2025,Anthony Black,option,club,2026-27,10106316,,CLUB 2026-27 Club Option
orlando-magic,2025-08-02,10/31/2025,Jett Howard,option,club,2026-27,7337939,,CLUB 2026-27 Club Option
orlando-magic,2025-08-02,10/31/2025,Tristan Da Silva,option,club,2026-27,3991200,,CLUB 2026-27 Club Option
orlando-magic,2025-08-02,6/29/2026,Jamal Cain,qualifying_offer,,2026-27,2191885,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
orlando-magic,2025-08-02,6/29/2026,Paolo Banchero,qualifying_offer,,2026-27,19935200,,RFA / QO 2026-27 Qualifying Offer
orlando-magic,2025-08-02,7/1/2026,Jett Howard,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
orlando-magic,2025-08-02,7/1/2026,Anthony Black,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
orlando-magic,2025-08-02,7/6/2026,Goga Bitadze,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
orlando-magic,2025-08-02,7/7/2026,Jonathan Isaac,guarantee,,2026-27,14500000,plays 52 games in 2025-26 or one day after the 2026 moratorium,GUARANTEED 2026-27 Guaranteed — plays 52 games in 2025-26 or one day after the 2026 moratorium
orlando-magic,2025-08-02,10/31/2026,Jase Richardson,option,club,2027-28,3282000,,CLUB 2027-28 Club Option
orlando-magic,2025-08-02,10/31/2026,Tristan Da Silva,option,club,2027-28,6138466,,CLUB 2027-28 Club Option
orlando-magic,2025-08-02,6/29/2027,Anthony Black,qualifying_offer,,2027-28,14492458,,RFA / QO 2027-28 Qualifying Offer
orlando-magic,2025-08-02,6/29/2027,Jett Howard,qualifying_offer,,2027-28,10779433,,RFA / QO 2027-28 Qualifying Offer
orlando-magic,2025-08-02,7/1/2027,Tristan Da Silva,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
orlando-magic,2025-08-02,7/4/2027,Noah Penda,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
orlando-magic,2025-08-02,7/6/2027,Franz Wagner,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
orlando-magic,2025-08-02,7/6/2027,Jonathan Isaac,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
orlando-magic,2025-08-02,7/7/2027,Jonathan Isaac,guarantee,,2027-28,14500000,plays 52 games in 2026-27 or one day after the 2027 moratorium,GUARANTEED 2027-28 Guaranteed — plays 52 games in 2026-27 or one day after the 2027 moratorium
orlando-magic,2025-08-02,10/1/2027,Jalen Suggs,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
orlando-magic,2025-08-02,10/7/2027,Wendell Carter Jr.,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
orlando-magic,2025-08-02,10/31/2027,Jase Richardson,option,club,2028-29,5910882,,CLUB 2028-29 Club Option
orlando-magic,2025-08-02,6/29/2028,Wendell Carter Jr.,option,club,2028-29,20998320,,CLUB 2028-29 Club Option
orlando-magic,2025-08-02,6/29/2028,Noah Penda,option,club,2028-29,,,CLUB 2028-29 Club Option
orlando-magic,2025-08-02,6/29/2028,Tristan Da Silva,qualifying_offer,,2028-29,9324330,,RFA / QO 2028-29 Qualifying Offer
orlando-magic,2025-08-02,7/1/2028,Jase Richardson,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
orlando-magic,2025-08-02,7/7/2028,Paolo Banchero,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
orlando-magic,2025-08-02,7/7/2028,Jonathan Isaac,guarantee,,2028-29,15000000,plays 52 games in 2027-28 or one day after the 2028 moratorium,GUARANTEED 2028-29 Guaranteed — plays 52 games in 2027-28 or one day after the 2028 moratorium
orlando-magic,2025-08-02,7/9/2028,Noah Penda,guarantee,,2028-29,2735698,,GUARANTEED 2028-29 Guaranteed
orlando-magic,2025-08-02,6/29/2029,Jase Richardson,qualifying_offer,,2029-30,9274175,,RFA / QO 2029-30 Qualifying Offer
orlando-magic,2025-08-02,6/29/2030,Paolo Banchero,option,player,2030-31,54605760,,PLAYER 2030-31 Player Option
philadelphia-76ers,2026-03-26,6/29/2026,Dominick Barlow,option,club,2026-27,3415000,,CLUB 2026-27 Club Option
philadelphia-76ers,2026-03-26,6/29/2026,Dalen Terry,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
philadelphia-76ers,2026-03-26,6/29/2026,Tyrese Martin,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
philadelphia-76ers,2026-03-26,6/29/2026,Joel Embiid,option,player,2026-27,59024000,,PLAYER 2026-27 Player Option
philadelphia-76ers,2026-03-26,7/6/2026,Paul George,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
philadelphia-76ers,2026-03-26,7/7/2026,Adem Bona,guarantee,,2026-27,2296271,TBD,GUARANTEED 2026-27 Guaranteed — TBD
philadelphia-76ers,2026-03-26,7/21/2026,Adem Bona,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
philadelphia-76ers,2026-03-26,10/31/2026,VJ Edgecombe,option,club,2027-28,12219840,,CLUB 2027-28 Club Option
philadelphia-76ers,2026-03-26,1/10/2027,Jabari Walker,guarantee,,2026-27,2584539,,GUARANTEED 2026-27 Guaranteed
philadelphia-76ers,2026-03-26,6/29/2027,Justin Edwards,option,club,2027-28,2616754,,CLUB 2027-28 Club Option
philadelphia-76ers,2026-03-26,6/29/2027,Adem Bona,option,club,2027-28,,,CLUB 2027-28 Club Option
philadelphia-76ers,2026-03-26,7/1/2027,Johni Broome,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
philadelphia-76ers,2026-03-26,7/6/2027,Justin Edwards,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
philadelphia-76ers,2026-03-26,7/7/2027,Tyrese Maxey,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
philadelphia-76ers,2026-03-26,7/7/2027,Adem Bona,guarantee,,2027-28,2486995,TBD,GUARANTEED 2027-28 Guaranteed — TBD
philadelphia-76ers,2026-03-26,9/20/2027,Joel Embiid,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
philadelphia-76ers,2026-03-26,10/31/2027,VJ Edgecombe,option,club,2028-29,15445878,,CLUB 2028-29 Club Option
philadelphia-76ers,2026-03-26,1/10/2028,Johni Broome,guarantee,,2027-28,2525901,,GUARANTEED 2027-28 Guaranteed
philadelphia-76ers,2026-03-26,6/29/2028,Johni Broome,option,club,2028-29,,,CLUB 2028-29 Club Option
philadelphia-76ers,2026-03-26,6/29/2028,Joel Embiid,option,player,2028-29,66990000,,PLAYER 2028-29 Player Option
philadelphia-76ers,2026-03-26,7/1/2028,VJ Edgecombe,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
philadelphia-76ers,2026-03-26,1/10/2029,Johni Broome,guarantee,,2028-29,2735698,,GUARANTEED 2028-29 Guaranteed
phoenix-suns,2026-07-12,10/1/2026,Jalen Green,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
phoenix-suns,2026-07-12,10/18/2026,Pat Spencer,guarantee,,2026-27,,50%; first day of Regular Season,GUARANTEED 2026-27 Guaranteed — 50%; first day of Regular Season
phoenix-suns,2026-07-12,10/18/2026,Koby Brea,guarantee,,2026-27,,50%; first day of Regular Season,GUARANTEED 2026-27 Guaranteed — 50%; first day of Regular Season
phoenix-suns,2026-07-12,10/19/2026,Oso Ighodaro,guarantee,,2026-27,500000,guaranteed 6/1/26,GUARANTEED 2026-27 Guaranteed — guaranteed 6/1/26
phoenix-suns,2026-07-12,10/31/2026,Ryan Dunn,option,club,2027-28,5025553,,CLUB 2027-28 Club Option
phoenix-suns,2026-07-12,10/31/2026,Khaman Maluach,option,club,2027-28,6617160,,CLUB 2027-28 Club Option
phoenix-suns,2026-07-12,1/10/2027,Oso Ighodaro,guarantee,,2026-27,2296271,guaranteed 6/1/26,GUARANTEED 2026-27 Guaranteed — guaranteed 6/1/26
phoenix-suns,2026-07-12,1/10/2027,Jamaree Bouyea,guarantee,,2026-27,2584539,,GUARANTEED 2026-27 Guaranteed
phoenix-suns,2026-07-12,1/10/2027,Haywood Highsmith,guarantee,,2026-27,3018158,,GUARANTEED 2026-27 Guaranteed
phoenix-suns,2026-07-12,4/16/2027,Grayson Allen,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
phoenix-suns,2026-07-12,6/29/2027,Koby Brea,qualifying_offer,,2027-28,,TBD - Two-Way,RFA / QO 2027-28 Qualifying Offer — TBD - Two-Way
phoenix-suns,2026-07-12,6/29/2027,Jalen Green,option,player,2027-28,36000000,,PLAYER 2027-28 Player Option
phoenix-suns,2026-07-12,6/29/2027,Oso Ighodaro,option,club,2027-28,,,CLUB 2027-28 Club Option
phoenix-suns,2026-07-12,6/29/2027,Pat Spencer,qualifying_offer,,2027-28,,TBD - Two-Way,RFA / QO 2027-28 Qualifying Offer — TBD - Two-Way
phoenix-suns,2026-07-12,6/29/2027,CJ Huntley,qualifying_offer,,2027-28,,TBD - Two-Way,RFA / QO 2027-28 Qualifying Offer — TBD - Two-Way
phoenix-suns,2026-07-12,6/29/2027,Grayson Allen,option,player,2027-28,19375000,,PLAYER 2027-28 Player Option
phoenix-suns,2026-07-12,7/1/2027,Ryan Dunn,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
phoenix-suns,2026-07-12,7/7/2027,Rasheer Fleming,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
phoenix-suns,2026-07-12,10/18/2027,Oso Ighodaro,guarantee,,2027-28,2486995,,GUARANTEED 2027-28 Guaranteed
phoenix-suns,2026-07-12,10/31/2027,Khaman Maluach,option,club,2028-29,8436880,,CLUB 2028-29 Club Option
phoenix-suns,2026-07-12,6/28/2028,Rasheer Fleming,guarantee,,2028-29,2735698,,GUARANTEED 2028-29 Guaranteed
phoenix-suns,2026-07-12,6/29/2028,Rasheer Fleming,option,club,2028-29,,,CLUB 2028-29 Club Option
phoenix-suns,2026-07-12,6/29/2028,Ryan Dunn,qualifying_offer,,2028-29,7990630,,RFA / QO 2028-29 Qualifying Offer
phoenix-suns,2026-07-12,6/29/2028,Jordan Goodwin,option,player,2028-29,6802469,,PLAYER 2028-29 Player Option
phoenix-suns,2026-07-12,7/1/2028,Khaman Maluach,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
