team,snapshot_date,deadline_date,player_name,kind,holder,season,value,note,raw_type
detroit-pistons,2026-03-11,1/10/2027,Duncan Robinson,guarantee,,2026-27,15992957,,GUARANTEED 2026-27 Guaranteed
detroit-pistons,2026-03-11,1/10/2027,Paul Reed,guarantee,,2026-27,5602689,,GUARANTEED 2026-27 Guaranteed
detroit-pistons,2026-03-11,6/29/2027,Isaac Jones,qualifying_offer,,2027-28,,Two-Way,RFA / QO 2027-28 Qualifying Offer — Two-Way
detroit-pistons,2026-03-11,6/29/2027,Daniss Jenkins,qualifying_offer,,2027-28,5400000,,RFA / QO 2027-28 Qualifying Offer
detroit-pistons,2026-03-11,6/29/2027,Chaz Lanier,guarantee,,2027-28,2525901,,GUARANTEED 2027-28 Guaranteed
detroit-pistons,2026-03-11,6/29/2027,Bobi Klintman,option,club,2027-28,,non-guaranteed,CLUB 2027-28 Club Option — non-guaranteed
detroit-pistons,2026-03-11,6/29/2027,Isaiah Stewart,option,club,2027-28,15000000,,CLUB 2027-28 Club Option
detroit-pistons,2026-03-11,6/29/2027,Marcus Sasser,qualifying_offer,,2027-28,8157205,,RFA / QO 2027-28 Qualifying Offer
detroit-pistons,2026-03-11,6/29/2027,Ausar Thompson,qualifying_offer,,2027-28,15854162,,RFA / QO 2027-28 Qualifying Offer
detroit-pistons,2026-03-11,7/7/2027,Duncan Robinson,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
detroit-pistons,2026-03-11,7/10/2027,Cade Cunningham,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
detroit-pistons,2026-03-11,7/15/2027,Bobi Klintman,guarantee,,2027-28,2486995,,GUARANTEED 2027-28 Guaranteed
detroit-pistons,2026-03-11,1/10/2028,Duncan Robinson,guarantee,,2027-28,15151222,,GUARANTEED 2027-28 Guaranteed
detroit-pistons,2026-03-11,6/29/2028,Chaz Lanier,option,club,2028-29,,non-guaranteed,CLUB 2028-29 Club Option — non-guaranteed
detroit-pistons,2026-03-11,6/29/2028,Ron Holland II,qualifying_offer,,2028-29,16386428,,RFA / QO 2028-29 Qualifying Offer
detroit-pistons,2026-03-11,7/15/2028,Chaz Lanier,guarantee,,2028-29,2525901,,GUARANTEED 2028-29 Guaranteed
golden-state-warriors,2026-07-11,10/1/2026,Moses Moody,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
golden-state-warriors,2026-07-11,2/6/2027,Jimmy Butler,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
golden-state-warriors,2026-07-11,6/29/2027,Al Horford,option,player,2027-28,7163100,,PLAYER 2027-28 Player Option
golden-state-warriors,2026-07-11,6/29/2027,Brandin Podziemski,qualifying_offer,,2027-28,8666855,,RFA / QO 2027-28 Qualifying Offer
golden-state-warriors,2026-07-11,6/29/2027,Kristaps Porzingis,option,player,2027-28,3000000,,PLAYER 2027-28 Player Option
golden-state-warriors,2026-07-11,6/29/2027,Malevy Leons,qualifying_offer,,2027-28,,TBD - Two-Way,RFA / QO 2027-28 Qualifying Offer — TBD - Two-Way
golden-state-warriors,2026-07-11,6/29/2027,L.J. Cryer,qualifying_offer,,2027-28,,TBD - Two-Way,RFA / QO 2027-28 Qualifying Offer — TBD - Two-Way
golden-state-warriors,2026-07-11,7/7/2027,Kristaps Porzingis,guarantee,,2027-28,,,GUARANTEED 2027-28 Guaranteed
golden-state-warriors,2026-07-11,10/31/2027,Yaxel Lendeborg,option,club,2028-29,6706200,,CLUB 2028-29 Club Option
golden-state-warriors,2026-07-11,1/10/2028,Will Richard,guarantee,,2027-28,2525901,,GUARANTEED 2027-28 Guaranteed
golden-state-warriors,2026-07-11,2/28/2028,Gui Santos,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
golden-state-warriors,2026-07-11,6/29/2028,Gui Santos,option,player,2028-29,5370370,,PLAYER 2028-29 Player Option
golden-state-warriors,2026-07-11,6/29/2028,Will Richard,option,club,2028-29,,non-guaranteed,CLUB 2028-29 Club Option — non-guaranteed
golden-state-warriors,2026-07-11,10/31/2028,Yaxel Lendeborg,option,club,2029-30,8899128,,CLUB 2029-30 Club Option
golden-state-warriors,2026-07-11,1/10/2029,Will Richard,guarantee,,2028-29,2735698,,GUARANTEED 2028-29 Guaranteed
golden-state-warriors,2026-07-11,7/1/2029,Yaxel Lendeborg,extension_eligible,,2029-30,,,EXTENSION ELIGIBLE 2029-30 Extension Eligible
golden-state-warriors,2026-07-11,6/29/2030,Yaxel Lendeborg,qualifying_offer,,2030-31,13072819,,RFA / QO 2030-31 Qualifying Offer
houston-rockets,2025-06-23,10/31/2025,Amen Thompson,option,club,2026-27,12258609,,CLUB 2026-27 Club Option
houston-rockets,2025-06-23,10/31/2025,Cam Whitmore,option,club,2026-27,5458310,,CLUB 2026-27 Club Option
houston-rockets,2025-06-23,10/31/2025,Reed Sheppard,option,club,2026-27,11108880,,CLUB 2026-27 Club Option
houston-rockets,2025-06-23,6/29/2026,Jabari Smith Jr.,qualifying_offer,,2026-27,16203714,,RFA / QO 2026-27 Qualifying Offer
houston-rockets,2025-06-23,6/29/2026,Jock Landale,option,club,2026-27,8000000,,CLUB 2026-27 Club Option
houston-rockets,2025-06-23,6/29/2026,Tari Eason,qualifying_offer,,2026-27,8014182,,RFA / QO 2026-27 Qualifying Offer
houston-rockets,2025-06-23,6/29/2026,Jeenathan Williams,guarantee,,2026-27,2461462,,GUARANTEED 2026-27 Guaranteed
houston-rockets,2025-06-23,7/1/2026,Cam Whitmore,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
houston-rockets,2025-06-23,10/31/2026,Reed Sheppard,option,club,2027-28,14041625,,CLUB 2027-28 Club Option
houston-rockets,2025-06-23,6/14/2027,Steven Adams,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
houston-rockets,2025-06-23,6/29/2027,Cam Whitmore,qualifying_offer,,2027-28,8367590,,RFA / QO 2027-28 Qualifying Offer
houston-rockets,2025-06-23,6/29/2027,Jeenathan Williams,option,club,2027-28,,,CLUB 2027-28 Club Option
houston-rockets,2025-06-23,6/29/2027,Jeenathan Williams,guarantee,,2027-28,2789215,,GUARANTEED 2027-28 Guaranteed
houston-rockets,2025-06-23,6/29/2027,Amen Thompson,qualifying_offer,,2027-28,17394967,,RFA / QO 2027-28 Qualifying Offer
houston-rockets,2025-06-23,7/1/2027,Reed Sheppard,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
houston-rockets,2025-06-23,10/1/2027,Alperen Sengun,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
houston-rockets,2025-06-23,6/29/2028,Reed Sheppard,qualifying_offer,,2028-29,19826774,,RFA / QO 2028-29 Qualifying Offer
houston-rockets,2025-06-23,6/29/2029,Alperen Sengun,option,player,2029-30,39036697,,PLAYER 2029-30 Player Option
indiana-pacers,2026-07-12,7/15/2026,Quenton Jackson,guarantee,,2026-27,2584539,,GUARANTEED 2026-27 Guaranteed
indiana-pacers,2026-07-12,7/26/2026,Andrew Nembhard,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
indiana-pacers,2026-07-12,9/3/2026,Ivica Zubac,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
indiana-pacers,2026-07-12,1/10/2027,Micah Potter,option,player,2026-27,2801346,,PLAYER 2026-27 Player Option
indiana-pacers,2026-07-12,6/25/2027,T.J. McConnell,guarantee,,2027-28,11800000,day of NBA Draft 2nd Round - TBD,GUARANTEED 2027-28 Guaranteed — day of NBA Draft 2nd Round - TBD
indiana-pacers,2026-07-12,6/26/2027,Quenton Jackson,guarantee,,2027-28,2934742,TBD - two days after the 2027 NBA Draft,GUARANTEED 2027-28 Guaranteed — TBD - two days after the 2027 NBA Draft
indiana-pacers,2026-07-12,6/29/2027,Jay Huff,option,club,2027-28,427323,,CLUB 2027-28 Club Option
indiana-pacers,2026-07-12,6/29/2027,Kobe Brown,qualifying_offer,,2027-28,,TBD - Two-Way,RFA / QO 2027-28 Qualifying Offer — TBD - Two-Way
indiana-pacers,2026-07-12,6/29/2027,Taelon Peter,qualifying_offer,,2027-28,,TBD - Two-Way,RFA / QO 2027-28 Qualifying Offer — TBD - Two-Way
indiana-pacers,2026-07-12,6/29/2027,Jarace Walker,qualifying_offer,,2027-28,12276929,,RFA / QO 2027-28 Qualifying Offer
indiana-pacers,2026-07-12,6/29/2027,Johnny Furphy,option,club,2027-28,2486995,,CLUB 2027-28 Club Option
indiana-pacers,2026-07-12,6/29/2027,Ben Sheppard,qualifying_offer,,2027-28,7929911,,RFA / QO 2027-28 Qualifying Offer
indiana-pacers,2026-07-12,6/30/2027,Jay Huff,guarantee,,2027-28,3005085,via min/gm metric or date,GUARANTEED 2027-28 Guaranteed — via min/gm metric or date
indiana-pacers,2026-07-12,9/3/2027,T.J. McConnell,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
indiana-pacers,2026-07-12,6/23/2028,T.J. McConnell,guarantee,,2028-29,11800000,day of NBA Draft 2nd Round - TBD,GUARANTEED 2028-29 Guaranteed — day of NBA Draft 2nd Round - TBD
indiana-pacers,2026-07-12,6/29/2028,T.J. McConnell,option,club,2028-29,5000000,,CLUB 2028-29 Club Option
los-angeles-clippers,2026-04-16,6/29/2026,Bradley Beal,option,player,2026-27,5621700,,PLAYER 2026-27 Player Option
los-angeles-clippers,2026-04-16,6/29/2026,Brook Lopez,option,club,2026-27,9187500,,CLUB 2026-27 Club Option
los-angeles-clippers,2026-04-16,6/29/2026,Nicolas Batum,option,club,2026-27,5881680,,CLUB 2026-27 Club Option
los-angeles-clippers,2026-04-16,6/29/2026,James Harden,option,player,2026-27,13317307,,PLAYER 2026-27 Player Option
los-angeles-clippers,2026-04-16,6/29/2026,Elijah Harkless,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
los-angeles-clippers,2026-04-16,6/29/2026,TyTy Washington Jr.,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
los-angeles-clippers,2026-04-16,6/29/2026,Kobe Sanders,option,club,2026-27,,non-guaranteed,CLUB 2026-27 Club Option — non-guaranteed
los-angeles-clippers,2026-04-16,6/29/2026,Sean Pedulla,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
los-angeles-clippers,2026-04-16,6/29/2026,Jordan Miller,option,club,2026-27,2497812,,CLUB 2026-27 Club Option
los-angeles-clippers,2026-04-16,6/29/2026,Norchad Omier,qualifying_offer,,2026-27,,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
los-angeles-clippers,2026-04-16,6/29/2026,Bennedict Mathurin,qualifying_offer,,2026-27,12256222,,RFA / QO 2026-27 Qualifying Offer
los-angeles-clippers,2026-04-16,6/30/2026,Bogdan Bogdanovic,option,club,2026-27,16020000,,CLUB 2026-27 Club Option
los-angeles-clippers,2026-04-16,6/30/2026,Cameron Christie,guarantee,,2026-27,2296271,,GUARANTEED 2026-27 Guaranteed
los-angeles-clippers,2026-04-16,6/30/2026,Kris Dunn,guarantee,,2026-27,5684800,or makes All-Defensive First or Second Team in 24-25 or 25-26,GUARANTEED 2026-27 Guaranteed — or makes All-Defensive First or Second Team in 24-25 or 25-26
los-angeles-clippers,2026-04-16,7/5/2026,Cameron Christie,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
los-angeles-clippers,2026-04-16,7/9/2026,Derrick Jones Jr.,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
los-angeles-clippers,2026-04-16,7/11/2026,James Harden,guarantee,,2026-27,42317307,,GUARANTEED 2026-27 Guaranteed
los-angeles-clippers,2026-04-16,7/18/2026,Kris Dunn,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
los-angeles-clippers,2026-04-16,10/31/2026,Yanic Konan Niederhauser,option,club,2027-28,3018480,,CLUB 2027-28 Club Option
los-angeles-clippers,2026-04-16,1/10/2027,Kobe Sanders,option,club,2026-27,2150917,,CLUB 2026-27 Club Option
los-angeles-clippers,2026-04-16,6/29/2027,Kobe Sanders,qualifying_offer,,2027-28,,,RFA / QO 2027-28 Qualifying Offer
los-angeles-clippers,2026-04-16,6/29/2027,Jordan Miller,qualifying_offer,,2027-28,,,RFA / QO 2027-28 Qualifying Offer
los-angeles-clippers,2026-04-16,6/29/2027,Cameron Christie,option,club,2027-28,,non-guaranteed,CLUB 2027-28 Club Option — non-guaranteed
los-angeles-clippers,2026-04-16,6/29/2027,Kobe Brown,option,,2027-28,7667295,voided with 4th-year option declined,RFA / QO 2027-28 Qualifying Offer — voided with 4th-year option declined
los-angeles-clippers,2026-04-16,6/30/2027,Cameron Christie,guarantee,,2027-28,2486995,,GUARANTEED 2027-28 Guaranteed
los-angeles-clippers,2026-04-16,7/11/2027,Isaiah Jackson,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
los-angeles-clippers,2026-04-16,10/31/2027,Yanic Konan Niederhauser,option,club,2028-29,5448356,,CLUB 2028-29 Club Option
los-angeles-clippers,2026-04-16,7/1/2028,Yanic Konan Niederhauser,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
los-angeles-clippers,2026-04-16,6/29/2029,Yanic Konan Niederhauser,qualifying_offer,,2029-30,8717371,,RFA / QO 2029-30 Qualifying Offer
los-angeles-lakers,2026-07-12,9/15/2026,Jarred Vanderbilt,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
los-angeles-lakers,2026-07-12,10/18/2026,Chris Manon,guarantee,,2026-27,,50%; frist day of Regular Season,GUARANTEED 2026-27 Guaranteed — 50%; frist day of Regular Season
los-angeles-lakers,2026-07-12,10/18/2026,Peter Suder,guarantee,,2026-27,,50%; first day of Regular Season,GUARANTEED 2026-27 Guaranteed — 50%; first day of Regular Season
los-angeles-lakers,2026-07-12,10/31/2026,Dalton Knecht,option,club,2026-27,6452860,,CLUB 2026-27 Club Option
los-angeles-lakers,2026-07-12,6/29/2027,Jaden Hardy,option,club,2027-28,6000000,,CLUB 2027-28 Club Option
los-angeles-lakers,2026-07-12,6/29/2027,Adou Thiero,option,club,2027-28,,non-guaranteed,CLUB 2027-28 Club Option — non-guaranteed
los-angeles-lakers,2026-07-12,6/29/2027,Bronny James,option,club,2027-28,,non-guaranteed,CLUB 2027-28 Club Option — non-guaranteed
los-angeles-lakers,2026-07-12,6/29/2027,Jarred Vanderbilt,option,player,2027-28,13285714,,PLAYER 2027-28 Player Option
los-angeles-lakers,2026-07-12,6/29/2027,Dalton Knecht,qualifying_offer,,2028-29,9756725,,RFA / QO 2028-29 Qualifying Offer
los-angeles-lakers,2026-07-12,6/29/2027,Bronny James,option,club,2027-28,2486995,,CLUB 2027-28 Club Option
los-angeles-lakers,2026-07-12,6/29/2027,AK Okereke,qualifying_offer,,2027-28,,TBD - Two-Way,RFA / QO 2027-28 Qualifying Offer — TBD - Two-Way
los-angeles-lakers,2026-07-12,6/29/2027,Peter Suder,qualifying_offer,,2027-28,,TBD - Two-Way,RFA / QO 2027-28 Qualifying Offer — TBD - Two-Way
los-angeles-lakers,2026-07-12,7/1/2027,Dalton Knecht,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
los-angeles-lakers,2026-07-12,7/6/2027,Adou Thiero,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
los-angeles-lakers,2026-07-12,10/31/2027,Cameron Carr,option,club,2026-27,3646800,,CLUB 2026-27 Club Option
los-angeles-lakers,2026-07-12,6/29/2028,Adou Thiero,qualifying_offer,,2028-29,3409966,,RFA / QO 2028-29 Qualifying Offer
los-angeles-lakers,2026-07-12,6/29/2028,Luka Doncic,option,player,2028-29,57406428,,PLAYER 2028-29 Player Option
los-angeles-lakers,2026-07-12,7/7/2028,Quentin Grimes,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
los-angeles-lakers,2026-07-12,7/7/2028,Sandro Mamukelashvili,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
los-angeles-lakers,2026-07-12,8/2/2028,Luka Doncic,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
los-angeles-lakers,2026-07-12,10/31/2028,Cameron Carr,option,club,2026-27,6378253,,CLUB 2026-27 Club Option
los-angeles-lakers,2026-07-12,1/10/2029,Adou Thiero,guarantee,,2027-28,2525901,,GUARANTEED 2027-28 Guaranteed
los-angeles-lakers,2026-07-12,6/29/2029,Cameron Carr,qualifying_offer,,2026-27,9962832,,RFA / QO 2026-27 Qualifying Offer
los-angeles-lakers,2026-07-12,6/29/2029,Sandro Mamukelashvili,option,player,2029-30,13650000,,PLAYER 2029-30 Player Option
los-angeles-lakers,2026-07-12,6/29/2029,Quentin Grimes,option,player,2029-30,16046511,,PLAYER 2029-30 Player Option
los-angeles-lakers,2026-07-12,6/29/2029,Walker Kessler,option,player,2029-30,34625144,,PLAYER 2029-30 Player Option
los-angeles-lakers,2026-07-12,7/1/2029,Cameron Carr,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
memphis-grizzlies,2026-07-11,7/11/2026,Isaiah Stewart,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
memphis-grizzlies,2026-07-11,10/19/2026,Jaylen Wells,guarantee,,2026-27,2296271,Opening Night TBD,GUARANTEED 2026-27 Guaranteed — Opening Night TBD
memphis-grizzlies,2026-07-11,10/31/2026,AJ Johnson,option,club,2027-28,5493394,,CLUB 2027-28 Club Option
memphis-grizzlies,2026-07-11,10/31/2026,Zach Edey,option,club,2027-28,8067937,,CLUB 2027-28 Club Option
memphis-grizzlies,2026-07-11,10/31/2026,Cedric Coward,option,club,2027-28,6286920,,CLUB 2027-28 Club Option
memphis-grizzlies,2026-07-11,10/31/2026,Walter Clayton Jr.,option,club,2027-28,4390320,,CLUB 2027-28 Club Option
memphis-grizzlies,2026-07-11,1/10/2027,Taj Gibson,guarantee,,2026-27,3815861,,GUARANTEED 2026-27 Guaranteed
memphis-grizzlies,2026-07-11,6/26/2027,Quinten Post,guarantee,,2027-28,,two days after 2027 NBA Draft - TBD,GUARANTEED 2027-28 Guaranteed — two days after 2027 NBA Draft - TBD
memphis-grizzlies,2026-07-11,6/29/2027,Jerami Grant,option,player,2027-28,36413790,,PLAYER 2027-28 Player Option
memphis-grizzlies,2026-07-11,6/29/2027,Javon Small,qualifying_offer,,2027-28,2301485,TBD - Two-Way,RFA / QO 2027-28 Qualifying Offer — TBD - Two-Way
memphis-grizzlies,2026-07-11,6/29/2027,Ty Jerome,option,player,2027-28,9659100,,PLAYER 2027-28 Player Option
memphis-grizzlies,2026-07-11,6/29/2027,Scotty Pippen Jr.,option,club,2027-28,396604,,CLUB 2027-28 Club Option
memphis-grizzlies,2026-07-11,6/29/2027,Taylor Hendricks,qualifying_offer,,2027-28,11357585,,RFA / QO 2027-28 Qualifying Offer
memphis-grizzlies,2026-07-11,6/29/2027,Jaylen Wells,option,club,2027-28,,,CLUB 2027-28 Club Option
memphis-grizzlies,2026-07-11,6/29/2027,Isaiah Stewart,option,club,2027-28,15000000,,CLUB 2027-28 Club Option
memphis-grizzlies,2026-07-11,7/1/2027,Zach Edey,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
memphis-grizzlies,2026-07-11,7/1/2027,AJ Johnson,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
memphis-grizzlies,2026-07-11,7/3/2027,Scotty Pippen Jr.,guarantee,,2027-28,2789215,,GUARANTEED 2027-28 Guaranteed
memphis-grizzlies,2026-07-11,7/14/2027,Cam Spencer,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
memphis-grizzlies,2026-07-11,10/18/2027,Jaylen Wells,guarantee,,2027-28,2486995,Opening Night TBD,GUARANTEED 2027-28 Guaranteed — Opening Night TBD
memphis-grizzlies,2026-07-11,10/31/2027,Cedric Coward,option,club,2028-29,8342743,,CLUB 2028-29 Club Option
memphis-grizzlies,2026-07-11,10/31/2027,Walter Clayton Jr.,option,club,2028-29,6752312,,CLUB 2028-29 Club Option
memphis-grizzlies,2026-07-11,6/24/2028,Quinten Post,guarantee,,2028-29,,two days after 2028 NBA Draft - TBD,GUARANTEED 2028-29 Guaranteed — two days after 2028 NBA Draft - TBD
memphis-grizzlies,2026-07-11,6/29/2028,Zach Edey,qualifying_offer,,2028-29,11738849,,RFA / QO 2028-29 Qualifying Offer
memphis-grizzlies,2026-07-11,6/29/2028,AJ Johnson,qualifying_offer,,2028-29,8542228,,RFA / QO 2028-29 Qualifying Offer
memphis-grizzlies,2026-07-11,6/29/2028,Cam Spencer,option,club,2028-29,2830685,,CLUB 2028-29 Club Option
memphis-grizzlies,2026-07-11,7/1/2028,Cedric Coward,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
memphis-grizzlies,2026-07-11,7/1/2028,Walter Clayton Jr.,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
memphis-grizzlies,2026-07-11,7/8/2028,Quinten Post,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
memphis-grizzlies,2026-07-11,6/29/2029,Walter Clayton Jr.,qualifying_offer,,2029-30,10256764,,RFA / QO 2029-30 Qualifying Offer
memphis-grizzlies,2026-07-11,6/29/2029,Cedric Coward,qualifying_offer,,2029-30,12255491,,RFA / QO 2029-30 Qualifying Offer
memphis-grizzlies,2026-07-11,6/29/2029,Jaren Jackson Jr.,option,player,2029-30,53500000,,PLAYER 2029-30 Player Option
miami-heat,2025-10-02,10/31/2025,Jaime Jaquez Jr.,option,club,2026-27,5939141,exercised 9/23/25,CLUB 2026-27 Club Option — exercised 9/23/25
miami-heat,2025-10-02,10/31/2025,Kel'el Ware,option,club,2026-27,4654920,exercised 9/23/25,CLUB 2026-27 Club Option — exercised 9/23/25
miami-heat,2025-10-02,6/28/2026,Dru Smith,guarantee,,2026-27,2584539,,GUARANTEED 2026-27 Guaranteed
miami-heat,2025-10-02,6/29/2026,Keshad Johnson,qualifying_offer,,2026-27,2725905,,RFA / QO 2026-27 Qualifying Offer
miami-heat,2025-10-02,6/29/2026,Jahmir Young,qualifying_offer,,2026-27,2765467,,RFA / QO 2026-27 Qualifying Offer
miami-heat,2025-10-02,6/29/2026,Dain Dainja,qualifying_offer,,2026-27,2391885,,RFA / QO 2026-27 Qualifying Offer
miami-heat,2025-10-02,6/29/2026,Ethan Thompson,qualifying_offer,,2026-27,2765467,,RFA / QO 2026-27 Qualifying Offer
miami-heat,2025-10-02,6/29/2026,Vladislav Goldin,qualifying_offer,,2026-27,2253346,Two-Way,RFA / QO 2026-27 Qualifying Offer — Two-Way
miami-heat,2025-10-02,6/29/2026,Andrew Wiggins,option,player,2026-27,30169644,,PLAYER 2026-27 Player Option
miami-heat,2025-10-02,6/29/2026,Pelle Larsson,option,club,2026-27,,non-guaranteed,CLUB 2026-27 Club Option — non-guaranteed
miami-heat,2025-10-02,7/1/2026,Jaime Jaquez Jr.,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
miami-heat,2025-10-02,7/2/2026,Pelle Larsson,extension_eligible,,2026-27,,,EXTENSION ELIGIBLE 2026-27 Extension Eligible
miami-heat,2025-10-02,10/19/2026,Pelle Larsson,guarantee,,2026-27,,Opening Night TBD,GUARANTEED 2026-27 Guaranteed — Opening Night TBD
miami-heat,2025-10-02,10/31/2026,Kel'el Ware,option,club,2027-28,7135992,,CLUB 2027-28 Club Option
miami-heat,2025-10-02,10/31/2026,Kasparas Jakucionis,option,club,2027-28,4024440,,CLUB 2027-28 Club Option
miami-heat,2025-10-02,6/28/2027,Dru Smith,guarantee,,2027-28,2934742,,GUARANTEED 2027-28 Guaranteed
miami-heat,2025-10-02,6/29/2027,Jaime Jaquez Jr.,qualifying_offer,,2027-28,9021556,,RFA / QO 2027-28 Qualifying Offer
miami-heat,2025-10-02,6/29/2027,Dru Smith,option,club,2027-28,,,CLUB 2027-28 Club Option
miami-heat,2025-10-02,6/29/2027,Myron Gardner,qualifying_offer,,2027-28,2301485,Two-Way,RFA / QO 2027-28 Qualifying Offer — Two-Way
miami-heat,2025-10-02,7/1/2027,Kel'el Ware,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
miami-heat,2025-10-02,7/6/2027,Bam Adebayo,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
miami-heat,2025-10-02,10/31/2027,Kasparas Jakucionis,option,club,2028-29,6205687,,CLUB 2028-29 Club Option
miami-heat,2025-10-02,6/29/2028,Kel'el Ware,qualifying_offer,,2028-29,10689719,,RFA / QO 2028-29 Qualifying Offer
miami-heat,2025-10-02,6/29/2028,Bam Adebayo,option,player,2028-29,57584256,,PLAYER 2028-29 Player Option
miami-heat,2025-10-02,7/1/2028,Kasparas Jakucionis,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
miami-heat,2025-10-02,10/1/2028,Nikola Jovic,extension_eligible,,2028-29,,,EXTENSION ELIGIBLE 2028-29 Extension Eligible
miami-heat,2025-10-02,6/29/2029,Kasparas Jakucionis,qualifying_offer,,2029-30,9513319,,RFA / QO 2029-30 Qualifying Offer
milwaukee-bucks,2026-07-12,10/18/2026,Pete Nance,guarantee,,2026-27,,Opening Night - TBD,GUARANTEED 2026-27 Guaranteed — Opening Night - TBD
milwaukee-bucks,2026-07-12,10/31/2026,Kel'el Ware,option,club,2027-28,7135992,,CLUB 2027-28 Club Option
milwaukee-bucks,2026-07-12,10/31/2026,Kasparas Jakucionis,option,club,2027-28,4024440,,CLUB 2027-28 Club Option
milwaukee-bucks,2026-07-12,6/29/2027,Jaime Jaquez Jr.,qualifying_offer,,2027-28,9021556,,RFA / QO 2027-28 Qualifying Offer
milwaukee-bucks,2026-07-12,6/29/2027,Pete Nance,option,club,2027-28,,,CLUB 2027-28 Club Option
milwaukee-bucks,2026-07-12,6/29/2027,Kam Jones,qualifying_offer,,2027-28,,TBD - Two-Way,RFA / QO 2027-28 Qualifying Offer — TBD - Two-Way
milwaukee-bucks,2026-07-12,6/29/2027,Ryan Rollins,option,player,2027-28,4000000,,PLAYER 2027-28 Player Option
milwaukee-bucks,2026-07-12,6/29/2027,Cormac Ryan,qualifying_offer,,2027-28,,TBD - Two-Way,RFA / QO 2027-28 Qualifying Offer — TBD - Two-Way
milwaukee-bucks,2026-07-12,7/1/2027,Kel'el Ware,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
milwaukee-bucks,2026-07-12,7/6/2027,Myles Turner,extension_eligible,,2027-28,,,EXTENSION ELIGIBLE 2027-28 Extension Eligible
milwaukee-bucks,2026-07-12,10/17/2027,Pete Nance,guarantee,,2027-28,,Opening Night - TBD,GUARANTEED 2027-28 Guaranteed — Opening Night - TBD
milwaukee-bucks,2026-07-12,10/31/2027,Nate Ament,option,club,2028-29,6052200,,CLUB 2028-29 Club Option
milwaukee-bucks,2026-07-12,10/31/2027,Brayden Burries,option,club,2028-29,7058520,,CLUB 2028-29 Club Option
