id,createdAt,details,from,isActive,positionNumber,round,teamId,to,updatedAt,year,_source_team_ids
H26ExpybBRxXuZ,2025-07-29T08:02:48.730Z,"WAS will receive the more favorable of its 2030 1st round pick and PHX's 2030 1st round pick; MEM will receive the more favorable of (1) its 2030 1st round pick and (2) the less favorable of the WAS pick and the PHX pick and PHX will receive the least favorable of the three (via WAS's right swap for PHX; via MEM' right to swap for WAS or PHX) [IND-PHX-WAS, 6/23/2023; MEM-PHX, 7/11/2023]",,True,,1,24,WAS  holds rights to swap,2026-08-31T08:18:45.034Z,2030,24
zHOl_gq4qAcI9C,2025-01-25T16:12:49.443Z,No protections,,True,,2,24,CHA,2026-08-31T08:18:45.034Z,2031,24
mgC29n09M0qGts,2026-07-08T06:21:47.731Z,No protections,,True,,1,24,MEM,2026-08-31T08:18:45.034Z,2031,24
Klgv11UKn67q3e,2025-06-27T18:30:43.808Z,,,True,,1,24,,2026-08-31T08:18:45.034Z,2032,24
jfs3r3NyA9V853,2025-07-08T01:09:45.446Z,No protections,,True,,2,24,MIN holds rights to swap,2026-08-31T08:18:45.034Z,2032,24
5FEYyYfyMuoPep,2026-07-08T06:21:47.731Z,No protections,,True,,1,24,CHA,2026-08-31T08:18:45.034Z,2033,24
0Wg4Y7a-mm1nWx,2026-07-08T06:21:47.731Z,No protections,,True,,2,24,NYK,2026-08-31T08:18:45.034Z,2033,24
c1ABrN-ItRs4R2,2025-01-25T16:12:49.443Z,No protections,MIN,True,,2,25,,2026-08-31T08:18:45.034Z,2027,25
dz2Kdey_mHhr,2020-11-21T16:46:04.443Z,,,True,,1,25,,2026-08-31T08:18:45.034Z,2027,25
LhxWBShpoMa0BL,2026-07-08T06:21:47.731Z,No protections,,True,,2,25,CHA holds rights to swap,2026-08-31T08:18:45.034Z,2027,25
jlNTfVR3qNrr05,2026-07-08T06:21:47.731Z,"HOU will receive the less favorable of POR's 2027 2nd round pick and NOP' 2027 2nd round pick if this pick falls outside its protected range of 31-55 (if this pick falls within its protected range and is therefore not conveyed, then POR's commitment to HOU will be lifted) (via POR to BOS) [NOP-POR, 2/8/2022; CHA-PHI-POR-NYK, 2/9/2023; BOS-POR, 2/8/2024; BOS-HOU, 2/6/2025]",,True,,2,25,HOU  holds rights to swap,2026-08-31T08:18:45.034Z,2027,25
prixXZNW2Hi4g8,2026-07-08T06:21:47.731Z,"POR will receive the more favorable of its 2028 1st round pick and MIL's 2028 1st round pick; WAS will receive the more favorable of (1) the more favorable of (a) its 2028 1st round pick and (b) the least / less favorable of BKN's 2028 1st round pick, PHI's 2028 1st round pick protected for selections 1-8 and PHX's 2028 1st round pick and (2) the less favorable of the MIL pick and the POR pick and MIL will receive the less favorable of (1) and (2) (via POR's right to swap for MIL; via WAS's right to swap WAS, BKN, PHI or PHX for MIL or POR) [MIL-PHX-POR, 9/27/2023; MIL-NYK-WAS, 2/6/2025]",MIL swap posibility,True,,1,25,POR  holds rights to swap,2026-08-31T08:18:45.034Z,2028,25
9GjBxIEaXXFH9-,2025-06-27T18:30:43.808Z,No protections,ORL,True,,1,25,,2026-08-31T08:18:45.034Z,2028,25
rqu-VRUm-wJHSw,2021-06-21T10:08:45.886Z,,,True,,2,25,,2026-08-31T08:18:45.034Z,2028,25
JAF2I6LIqS9GTr,2021-06-21T10:08:45.886Z,,,True,,1,25,,2026-08-31T08:18:45.034Z,2028,25
pkSO4tMtp3dFxT,2025-06-27T18:30:43.808Z,No protections,SAC,True,,2,25,,2026-08-31T08:18:45.034Z,2028,25
dq357QpCIW0jRO,2024-07-26T10:29:30.688Z,No protections,IND or WAS,True,,2,25,,2026-08-31T08:18:45.034Z,2029,25
DOzlvP4J-wGc-y,2022-06-24T14:50:00.459Z,,,True,,1,25,,2026-08-31T08:18:45.034Z,2029,25
5PeH1SmKWKyix4,2025-07-08T01:09:45.446Z,No protections,,True,,2,25,MEM,2026-08-31T08:18:45.034Z,2029,25
g4Y0DBvJ3xdf0_,2026-07-08T06:21:47.731Z,No protections,,True,,2,25,"BOS, PHI or WAS",2026-08-31T08:18:45.034Z,2030,25
5FroRIK0deex-S,2023-06-27T03:57:46.352Z,,,True,,1,25,,2026-08-31T08:18:45.034Z,2030,25
kBRK97C2RPNQ_p,2026-07-08T06:21:47.731Z,"POR has the right to swap its 2030 1st round pick for MIL's 2030 1st round pick; MIL then has the right to swap the less favorable of its pick and the POR pick for MIA's 2030 1st round pick [MIL-PHX-POR, 9/27/2023; MIA-MIL, 7/6/2026]",MIL swap rights,True,,1,25,POR  holds rights to swap,2026-08-31T08:18:45.034Z,2030,25
vB0gA2U5oct_zg,2024-06-26T17:07:21.129Z,,,True,,1,25,,2026-08-31T08:18:45.034Z,2031,25
LKbhtAT04rCrxS,2024-06-26T17:07:21.129Z,,,True,,2,25,,2026-08-31T08:18:45.034Z,2031,25
EEXk90gJdkT5C1,2025-06-27T18:30:43.808Z,,,True,,2,25,,2026-08-31T08:18:45.034Z,2032,25
kzbf-PJx1f81x_,2025-06-27T18:30:43.808Z,,,True,,1,25,,2026-08-31T08:18:45.034Z,2032,25
BPtRQ9TJpoTWbo,2026-07-08T06:21:47.731Z,,,True,,1,25,,2026-08-31T08:18:45.034Z,2033,25
5nUKlWDhidasP0,2026-07-08T06:21:47.731Z,,,True,,2,25,,2026-08-31T08:18:45.034Z,2033,25
ZYzujPesNFvepJ,2025-02-04T03:24:57.896Z,Protected 17-30,SAS,True,,1,26,,2026-08-31T08:18:45.034Z,2027,26
h-uI0Of07JtQ,2020-11-21T16:46:04.443Z,,,True,,1,26,,2026-08-31T08:18:45.034Z,2027,26
hB6Yn8ZlQgi3,2020-11-21T16:46:04.443Z,,,True,,2,26,,2026-08-31T08:18:45.034Z,2027,26
EozxCB5e_o-3tn,2025-04-19T08:15:16.941Z,No protections,CHA,True,,2,26,,2026-08-31T08:18:45.034Z,2027,26
joOGZdZWrmwM5c,2025-06-27T18:30:43.808Z,No protections,,True,,2,26,POR,2026-08-31T08:18:45.034Z,2028,26
b2iRiYDU6JjIf_,2021-06-21T10:08:45.886Z,,,True,,1,26,,2026-08-31T08:18:45.034Z,2028,26
Xl-GiUyw3ssBa3,2022-06-24T14:50:00.459Z,,,True,,1,26,,2026-08-31T08:18:45.034Z,2029,26
V7rGG2O6nTBD6P,2026-07-08T06:21:47.731Z,No protections,,True,,2,26,NYK,2026-08-31T08:18:45.034Z,2029,26
Vr6RXYi8RmNlDV,2023-06-27T03:57:46.352Z,,,True,,1,26,,2026-08-31T08:18:45.034Z,2030,26
xVIxl4B-G71iEJ,2025-06-27T18:30:43.808Z,No protections,,True,,2,26,SAS,2026-08-31T08:18:45.034Z,2030,26
OmAfkpmp-CLJID,2024-07-26T10:29:30.688Z,"SAS has the right to swap its 2031 1st round pick for SAC's 2031 1st round pick [CHI-SAC-SAS, 7/8/2024]",,True,,1,26,SAS  holds rights to swap,2026-08-31T08:18:45.034Z,2031,26
s_TGh8kfIC5_IY,2026-07-08T06:21:47.731Z,No protections,,True,,2,26,DEN,2026-08-31T08:18:45.034Z,2031,26
npUh9QjMbuVBsI,2025-02-04T03:24:57.896Z,No protections,MIN,True,,1,26,,2026-08-31T08:18:45.034Z,2031,26
Y4EjKBeCZ3mLEm,2026-07-08T06:21:47.731Z,No protections,,True,,2,26,CLE,2026-08-31T08:18:45.034Z,2032,26
P5iZRKyDYZKnOq,2025-06-27T18:30:43.808Z,,,True,,1,26,,2026-08-31T08:18:45.034Z,2032,26
5P1efZlUMvwf88,2026-07-08T06:21:47.731Z,,,True,,1,26,,2026-08-31T08:18:45.034Z,2033,26
tDO6a2DRxKscLT,2026-07-08T06:21:47.731Z,No protections,,True,,2,26,ATL,2026-08-31T08:18:45.034Z,2033,26
ZbcELPcN7AbG,2020-11-21T16:46:04.443Z,,,True,,2,27,,2026-08-31T08:18:45.034Z,2027,27
zoOIzpBvv_MFCI,2022-07-01T06:09:24.034Z,No protections,ATL,True,,1,27,,2026-08-31T08:18:45.034Z,2027,27
mdeaT9m-4eRmBS,2023-08-09T06:12:59.359Z,No protections,"OKC, HOU, IND or MIA swap rights",True,,2,27,,2026-08-31T08:18:45.034Z,2027,27
j4dxjryw2jOhWX,2025-06-27T18:30:43.808Z,"SAS's 2027 1st round pick to SAC protected for selections 17-30 or to OKC protected for selections 1-16; if this pick falls within its protected range of 1-16, then SAC will instead convey its 2027 2nd round pick and CHA's 2027 2nd round pick to OKC (SAS's commitment to OKC or SAC will thereafter be lifted) (via SAS unprotected to SAC) [CHI-SAC-SAS, 2/3/2025; OKC-SAC, 6/25/2025]",,True,,1,27,SAC or OKC,2026-08-31T08:18:45.034Z,2027,27
klDJOy6nGa0FC3,2026-07-08T06:21:47.731Z,"SAS has the right to swap its 2028 1st round pick for BOS's 2028 1st round pick protected for selection 1; if this pick falls on its protected selection and is therefore not conveyable, then BOS will instead convey its 2028 2nd round pick to SAS protected for selections 46-60 (if this pick falls within its protected range and is therefore not conveyed, then BOS's commitment to SAS will be lifted); BOS may convey the SAS 1st round pick to PHI (see BOS incoming) [BOS-SAS, 2/10/2022]",BOS,True,,1,27,SAS  holds rights to swap,2026-08-31T08:18:45.034Z,2028,27
AGHeHtfYH06KyF,2021-06-21T10:08:45.886Z,,,True,,2,27,,2026-08-31T08:18:45.034Z,2028,27
1ja6BSSsR8XOc7,2021-06-21T10:08:45.886Z,,,True,,1,27,,2026-08-31T08:18:45.034Z,2028,27
32_qrdA8jRCuD6,2023-02-19T06:13:09.366Z,No protections,NOP,True,,2,27,,2026-08-31T08:18:45.034Z,2028,27
NWUbMxnF1RTjoX,2022-06-24T14:50:00.459Z,,,True,,2,27,,2026-08-31T08:18:45.034Z,2029,27
r3gnywQhrUYS7V,2024-02-23T06:13:51.050Z,No protections,LAC,True,,2,27,,2026-08-31T08:18:45.034Z,2029,27
gJdxhBRqwaxb8o,2023-02-19T06:13:09.366Z,No protections,NOP,True,,2,27,,2026-08-31T08:18:45.034Z,2029,27
AP_7XWEua0GMo2,2022-06-24T14:50:00.459Z,,,True,,1,27,,2026-08-31T08:18:45.034Z,2029,27
CoLoVGHd4JKVFp,2023-07-21T06:12:47.737Z,No protections,CLE,True,,2,27,,2026-08-31T08:18:45.034Z,2030,27
jUgiAglcpAs0rI,2025-06-27T18:30:43.808Z,No protections,SAC,True,,2,27,,2026-08-31T08:18:45.034Z,2030,27
U445F_fPByPTHA,2023-06-27T03:57:46.352Z,,,True,,2,27,,2026-08-31T08:18:45.034Z,2030,27
TzliXsvzJn-Tys,2023-06-27T03:57:46.352Z,,,True,,1,27,,2026-08-31T08:18:45.034Z,2030,27
FciTXOmRxySe1R,2026-07-08T06:21:47.731Z,"SAS will receive the most / more favorable of its 2030 1st round pick, DAL' 2030 1st round pick and MIN's 2030 1st round pick protected for selection 1; DAL will receive the less favorable of its pick and the SAS pick; MIN will receive the less favorable of (1) its pick and (2) the more favorable of the SAS pick and the DAL pick [or its pick if not conveyable]; if the MIN pick falls on its protected selection and is therefore not conveyable, then MIN's commitment to SAS will be lifted and SAS will instead have the right to swap its pick for the DAL pick (via SAS's right to swap for DAL; via SAS's right to swap SAS or DAL for MIN); MIN may convey the pick it receives to CHA via a complex swap right [BOS-DAL-SAS, 7/12/2023; MIN-SAS, 6/26/2024; CHA-MIN, pending]",DAL or MIN,True,,1,27,SAS  holds rights to swap,2026-08-31T08:18:45.034Z,2030,27
0Jg8heRAqN-bhq,2024-07-26T10:29:30.688Z,"SAS has the right to swap its 2031 1st round pick for SAC's 2031 1st round pick [CHI-SAC-SAS, 7/8/2024]",SAC swap rights,True,,1,27,SAS  holds rights to swap,2026-08-31T08:18:45.034Z,2031,27
PbbEcEswPgFd1L,2024-06-26T17:07:21.129Z,,,True,,2,27,,2026-08-31T08:18:45.034Z,2031,27
tXN7RRIDcoEzF1,2024-06-26T17:07:21.129Z,,,True,,1,27,,2026-08-31T08:18:45.034Z,2031,27
LyeLP4v5BAUe_5,2025-06-27T18:30:43.808Z,,,True,,1,27,,2026-08-31T08:18:45.034Z,2032,27
ou6NRdvid2HmfW,2025-06-27T18:30:43.808Z,,,True,,2,27,,2026-08-31T08:18:45.034Z,2032,27
PiIIscLmF4iyAa,2026-07-08T06:21:47.731Z,,,True,,1,27,,2026-08-31T08:18:45.034Z,2033,27
lOqgm95e1Bmbaw,2026-07-08T06:21:47.731Z,,,True,,2,27,,2026-08-31T08:18:45.034Z,2033,27
EL7McPdwH0o2,2020-11-21T16:46:04.443Z,,,True,,2,28,,2026-08-31T08:18:45.034Z,2027,28
tulwa__-lIpBoM,2026-07-08T06:21:47.731Z,"OKC has the right to swap the less favorable of its 2027 1st round pick and DEN's 2027 1st round pick protected for selections 1-5 for the LAC' 2027 1st round pick; the LAC then have the right to swap the OKC pick or the DEN pick for TOR's 2027 1st round pick [DEN-OKC, 6/23/2022; LAC-OKC-PHI, 11/1/2023; LAC-TOR, pending]",,True,,1,28,OKC  holds rights to swap,2026-08-31T08:18:45.034Z,2027,28
SRWWt--HfaNlAY,2021-06-21T10:08:45.886Z,,,True,,1,28,,2026-08-31T08:18:45.034Z,2028,28
ayubps3lQHbIOo,2021-06-21T10:08:45.886Z,,,True,,2,28,,2026-08-31T08:18:45.034Z,2028,28
cnaD2vze1Or6_l,2022-06-24T14:50:00.459Z,,,True,,2,28,,2026-08-31T08:18:45.034Z,2029,28
H-UhuG6HsbzRJX,2022-06-24T14:50:00.459Z,,,True,,1,28,,2026-08-31T08:18:45.034Z,2029,28
k0VvuTr3ZvSGJR,2026-07-08T06:21:47.731Z,No protections,,True,,2,28,LAC,2026-08-31T08:18:45.034Z,2030,28
T-fZtBLP268YTI,2023-06-27T03:57:46.352Z,,,True,,1,28,,2026-08-31T08:18:45.034Z,2030,28
PrOV6LJnrH30mw,2026-07-08T06:21:47.731Z,No protections,,True,,1,28,LAC,2026-08-31T08:18:45.034Z,2031,28
riXqUHjD2CXHRf,2025-04-10T02:48:58.036Z,No protections,,True,,2,28,NOP,2026-08-31T08:18:45.034Z,2031,28
w9Cd7TPfC-A3z3,2026-07-08T06:21:47.731Z,No protections,,True,,2,28,BKN,2026-08-31T08:18:45.034Z,2032,28
bf6YDOaEKempxm,2025-06-27T18:30:43.808Z,,,True,,1,28,,2026-08-31T08:18:45.034Z,2032,28
FCYiHbTjStlfbL,2026-07-08T06:21:47.731Z,No protections,,True,,2,28,LAC,2026-08-31T08:18:45.034Z,2033,28
9F5t-HDyM9fzxf,2026-07-08T06:21:47.731Z,No protections,,True,,1,28,LAC,2026-08-31T08:18:45.034Z,2033,28
CHqbkems91CA,2020-11-21T16:46:04.443Z,,,True,,1,29,,2026-08-31T08:18:45.034Z,2027,29
seXrLr5QuBNRVx,2026-07-08T06:21:47.731Z,No protections,CLE or MIN,True,,1,29,,2026-08-31T08:18:45.034Z,2027,29
BrMJFOILwAlvum,2026-07-08T06:21:47.731Z,No protections,DEN,True,,2,29,,2026-08-31T08:18:45.034Z,2027,29
d-Vgj1-kSvn6ts,2025-07-08T01:09:45.446Z,No protections,LAC,True,,2,29,,2026-08-31T08:18:45.034Z,2027,29
iqAq23rVqV2DRN,2025-08-08T08:02:45.219Z,No protections,BOS or ORL,True,,2,29,,2026-08-31T08:18:45.034Z,2027,29
0B4SPUCC5UZx3i,2022-02-08T06:10:49.826Z,No protections,,True,,2,29,IND,2026-08-31T08:18:45.034Z,2027,29
2g48lZmjy87jdv,2025-04-10T02:48:58.036Z,"UTA will receive the least favorable of (1) DET's 2028 2nd round pick protected for selections 56-60, (2) the less favorable of CHA's 2028 2nd round pick and the LAC' 2028 2nd round pick, (3) MIA's 2028 2nd round pick round pick, conveyable if DAL conveys a 1st round pick to CHA in 2027, and (iv) NYK's 2028 2nd round pick (via CHA to DAL to DET; via MIA to SAS to DAL to DET; via NYK to DET) [MIA-SAS, 2/7/2023; CHA-LAC, 2/9/2023; BOS-DAL-SAS, 7/12/2023; CHA-DAL, 2/8/2024; DET-NYK, 2/8/2024; DAL-DET, 7/6/2024; DET-GSW-MIA-TOR-UTA, 2/6/2025]","DET, CHA, LAC, MIA or NYK",True,,2,29,UTA  holds rights to swap,2026-08-31T08:18:45.034Z,2028,29
4Oow5d5iurNvJz,2021-06-21T10:08:45.886Z,,,True,,1,29,,2026-08-31T08:18:45.034Z,2028,29
r8PZelvQixr3Qj,2022-01-09T00:07:29.634Z,No protections,,True,,2,29,OKC,2026-08-31T08:18:45.034Z,2028,29
F5VBG6iFIJIlYO,2026-07-08T06:21:47.731Z,"UTA will receive the most favorable of its 2028 1st round pick, CLE's 2028 1st round pick and the LAL' 2028 1st round pick; the LAL will receive the less favorable of (1) its pick and (2) the more favorable of the UTA pick and the CLE pick; ATL will receive the more favorable of (1) its 2028 1st round pick and (2) the less favorable of the UTA pick and the CLE pick and CLE will receive the least favorable of the three (via UTA's right to swap for CLE; via UTA's right to swap UTA or CLE for LAL; via ATL's right to swap for UTA or CLE) [CLE-UTA, 9/3/2022; ATL-CLE, 2/6/2025; LAL-UTA, pending]",CLE or LAL,True,,1,29,UTA  holds rights to swap,2026-08-31T08:18:45.034Z,2028,29
9sV86WXgfUuqxz,2026-07-08T06:21:47.731Z,No protections,CLE,True,,2,29,,2026-08-31T08:18:45.034Z,2028,29
44OoYLdWFesUOH,2022-06-24T14:50:00.459Z,,,True,,2,29,,2026-08-31T08:18:45.034Z,2029,29
Mnu8y3kxpK_NZ5,2022-06-24T14:50:00.459Z,,,True,,1,29,,2026-08-31T08:18:45.034Z,2029,29
dRibo0Sdh8iE8V,2026-07-08T06:21:47.731Z,"UTA has the right to swap its 2030 1st round pick for the LAL' 2030 1st round pick [LAL-UTA, pending]",LAL swap rights,True,,1,29,UTA  holds rights to swap,2026-08-31T08:18:45.034Z,2030,29
c5xLXLWlY0PSGQ,2023-06-27T03:57:46.352Z,,,True,,1,29,,2026-08-31T08:18:45.034Z,2030,29
coAxDQSbHjpBuh,2025-07-08T01:09:45.446Z,No protections,,True,,2,29,CHA holds rights to swap,2026-08-31T08:18:45.034Z,2030,29
9L2XtbYALOqd1L,2024-06-26T17:07:21.129Z,,,True,,1,29,,2026-08-31T08:18:45.034Z,2031,29
PwXPbkhv4RDUPM,2026-07-08T06:21:47.731Z,No protections,LAL,True,,1,29,,2026-08-31T08:18:45.034Z,2031,29
tzRMBiTQ5ZEuZi,2025-08-08T08:02:45.219Z,No protections,BOS or CLE,True,,2,29,,2026-08-31T08:18:45.034Z,2031,29
-LFOyuE5Bdihgi,2024-06-26T17:07:21.129Z,,,True,,2,29,,2026-08-31T08:18:45.034Z,2031,29
T4wWOXGtFPzTWi,2026-07-08T06:21:47.731Z,No protections,CLE,True,,2,29,,2026-08-31T08:18:45.034Z,2032,29
_6Gq4dz-QrCl1L,2025-06-27T18:30:43.808Z,No protections,,True,,2,29,WAS,2026-08-31T08:18:45.034Z,2032,29
adqk8bJCzfwuIl,2025-06-27T18:30:43.808Z,,,True,,1,29,,2026-08-31T08:18:45.034Z,2032,29
3e0MYscuSPtwdM,2026-07-08T06:21:47.731Z,No protections,LAL,True,,1,29,,2026-08-31T08:18:45.034Z,2033,29
7b04jibhy-GqpZ,2026-07-08T06:21:47.731Z,,,True,,2,29,,2026-08-31T08:18:45.034Z,2033,29
voNTn-_J5oszJk,2026-07-08T06:21:47.731Z,,,True,,1,29,,2026-08-31T08:18:45.034Z,2033,29
aedcm9zFIKTKr5,2025-04-10T02:48:58.036Z,No protections,GSW or PHX,True,,2,30,,2026-08-31T08:18:45.034Z,2027,30
4r9SUXAOfOt5p1,2023-07-21T06:12:47.737Z,No protections,BKN or DAL,True,,2,30,,2026-08-31T08:18:45.034Z,2027,30
u4FQUWe_IrMX,2020-11-21T16:46:04.443Z,,,True,,1,30,,2026-08-31T08:18:45.034Z,2027,30
ItGo6QEG_KDZtW,2026-07-08T06:21:47.731Z,No protections,,True,,2,30,NYK,2026-08-31T08:18:45.034Z,2027,30
DX5hjGOCplrQf3,2025-02-06T10:52:57.965Z,Protected 31-33,DEN,True,,2,30,,2026-08-31T08:18:45.034Z,2028,30
FRVJIODh0V9-jY,2023-01-24T06:12:18.705Z,No protections,,True,,2,30,ORL holds rights to swap,2026-08-31T08:18:45.034Z,2028,30
wdQCBDAkII9hhR,2021-06-21T10:08:45.886Z,,,True,,1,30,,2026-08-31T08:18:45.034Z,2028,30
apbq27Y4anXs-C,2026-07-08T06:21:47.731Z,"POR will receive the more favorable of its 2028 1st round pick and MIL's 2028 1st round pick; WAS will receive the more favorable of (1) the more favorable of (a) its 2028 1st round pick and (b) the least / less favorable of BKN's 2028 1st round pick, PHI's 2028 1st round pick protected for selections 1-8 and PHX's 2028 1st round pick and (2) the less favorable of the MIL pick and the POR pick and MIL will receive the less favorable of (1) and (2) (via POR's right to swap for MIL; via WAS's right to swap WAS, BKN, PHI or PHX for MIL or POR) [MIL-PHX-POR, 9/27/2023; MIL-NYK-WAS, 2/6/2025]",MIL or POR,True,,1,30,POR  holds rights to swap,2026-08-31T08:18:45.034Z,2028,30
5F_G5W3IhN8o6L,2026-07-08T06:21:47.731Z,"if (1) PHI's 2028 1st round pick protected for selections 1-8 is conveyed to BKN and is the third most favorable of PHI, BKN's 2028 1st round pick, PHX's 2028 1st round pick and NYK's 2028 1st round pick and (2) NYK is the most or second most favorable of the four, then BKN will receive the most and third most favorable of the four; in all other scenarios, BKN will receive the most / two most favorable of these; if PHI if conveyed and / or NYK is less favorable than BKN and PHX, then NYK will receive the least favorable of NYK, BKN and PHX; in all other scenarios, NYK will receive the second most favorable of the three; WAS will receive the more favorable of (1) its 2028 1st round pick and (2) the least / less favorable of PHI if conveyed, BKN and PHX and PHX will receive the less favorable of (1) and (2); WAS may swap the pick it receives for MIL or POR (see WAS incoming) (via BKN's right to swap BKN or PHI for PHX; via BKN's right to swap BKN or PHX for NYK; via WAS's right to swap for PHX, BKN or PHI) [BKN-PHI, 2/10/2022; BKN-IND-MIL-PHX, 2/9/2023; IND-PHX-WAS, 6/23/2023; BKN-NYK, 7/6/2024]","PHI, BKN or PHX",True,,1,30, holds rights to swap,2026-08-31T08:18:45.034Z,2028,30
-FAadMijsaHSxp,2022-06-24T14:50:00.459Z,,,True,,1,30,,2026-08-31T08:18:45.034Z,2029,30
g8W3EfdRP4NT0X,2023-01-24T06:12:18.705Z,No protections,LAL,True,,2,30,,2026-08-31T08:18:45.034Z,2029,30
XrWCDoyWJmD0Jo,2025-01-25T16:12:49.443Z,No protections,,True,,2,30,IND or POR,2026-08-31T08:18:45.034Z,2029,30
HcuvTWOo8PNh2Z,2025-01-25T16:12:49.443Z,No protections,"BOS, MIL or POR",True,,1,30,,2026-08-31T08:18:45.034Z,2029,30
lcVyDLQtUERC7I,2023-06-27T03:57:46.352Z,,,True,,1,30,,2026-08-31T08:18:45.034Z,2030,30
lxWNpvaeLZN0Vx,2025-07-30T08:02:47.085Z,"WAS will receive the more favorable of its 2030 1st round pick and PHX's 2030 1st round pick; MEM will receive the more favorable of (1) its 2030 1st round pick and (2) the less favorable of the WAS pick and the PHX pick and PHX will receive the least favorable of the three (via WAS's right swap for PHX; via MEM' right to swap for WAS or PHX) [IND-PHX-WAS, 6/23/2023; MEM-PHX, 7/11/2023]",PHX swap rights,True,,1,30,WAS  holds rights to swap,2026-08-31T08:18:45.034Z,2030,30
ei-614AyxBlvi2,2025-04-10T02:48:58.036Z,No protections,PHX or POR,True,,2,30,,2026-08-31T08:18:45.034Z,2030,30
E3CZON9HTLUdse,2025-04-10T02:48:58.036Z,No protections,,True,,2,30,PHI,2026-08-31T08:18:45.034Z,2030,30
A3GIDGinjsrK_O,2026-07-08T06:21:47.731Z,No protections,,True,,2,30,LAL,2026-08-31T08:18:45.034Z,2031,30
1-fMKomfD9h_PA,2024-06-26T17:07:21.129Z,,,True,,1,30,,2026-08-31T08:18:45.034Z,2031,30
fhmsySxeiHT1oh,2025-07-08T01:09:45.446Z,"WAS will receive the more favorable of IND's 2031 2nd round pick and MIA's 2031 2nd round pick; MEM will receive the more favorable of (1) its 2031 2nd round pick and (2) the less favorable of the IND pick and the MIA pick and IND will receive the least favorable of the three (via MIA's right to swap for IND; via UTA to WAS; via MEM' right to swap for MIA or IND) [IND-MIA, 12/15/2024; DET-GSW-MIA-UTA, 2/6/2025; UTA-WAS, 6/25/2025; IND-MEM, 7/6/2025]",IND or MIA,True,,2,30,WAS  holds rights to swap,2026-08-31T08:18:45.034Z,2031,30
a18OtOz6v921Np,2025-06-27T18:30:43.808Z,,,True,,1,30,,2026-08-31T08:18:45.034Z,2032,30
IoArPnbghTlZNf,2026-07-08T06:21:47.731Z,No protections,,True,,2,30,LAL,2026-08-31T08:18:45.034Z,2032,30
OOMWomGVVZLTEv,2025-06-27T18:30:43.808Z,No protections,UTA,True,,2,30,,2026-08-31T08:18:45.034Z,2032,30
UbqLy7m6rXoujb,2026-07-08T06:21:47.731Z,,,True,,2,30,,2026-08-31T08:18:45.034Z,2033,30
wPXRlDwrXm5To5,2026-07-08T06:21:47.731Z,,,True,,1,30,,2026-08-31T08:18:45.034Z,2033,30
