id,createdAt,details,from,isActive,positionNumber,round,teamId,to,updatedAt,year,_source_team_ids
7YqpOuc5rimTKw,2025-01-25T16:12:49.443Z,"NOP will receive the more favorable of its 2027 1st round pick and MIL's 2027 1st round pick and ATL will receive the less favorable of the two protected for selections 1-4; if this pick falls within its protected range and is therefore not conveyable, then NOP' commitment to ATL will be lifted and NOP will instead receive both picks (via NOP) [DEN-MIL-NOP-OKC, 11/23/2020; ATL-NOP, 7/6/2024]",NOP or MIL,True,,1,1,NOP  holds rights to swap,2026-08-31T08:18:45.034Z,2027,1
ilIF7bn5Jw,2020-11-21T16:46:04.443Z,,,True,,2,1,,2026-08-31T08:18:45.034Z,2027,1
07y0k9KKs1_x3g,2022-07-01T06:09:24.034Z,No protections,,True,,1,1,SAS,2026-08-31T08:18:45.034Z,2027,1
Z0co_6gnZTDzXz,2025-04-10T02:48:58.036Z,"UTA will receive the most favorable of its 2028 1st round pick, CLE's 2028 1st round pick and the LAL' 2028 1st round pick; the LAL will receive the less favorable of (1) its pick and (2) the more favorable of the UTA pick and the CLE pick; ATL will receive the more favorable of (1) its 2028 1st round pick and (2) the less favorable of the UTA pick and the CLE pick and CLE will receive the least favorable of the three (via UTA's right to swap for CLE; via UTA's right to swap UTA or CLE for LAL; via ATL's right to swap for UTA or CLE) [CLE-UTA, 9/3/2022; ATL-CLE, 2/6/2025; LAL-UTA, pending]",UTA or CLE,True,,1,1,UTA  holds rights to swap,2026-08-31T08:18:45.034Z,2028,1
6IozknPE8ZcOFQ,2021-06-21T10:08:45.886Z,,,True,,1,1,,2026-08-31T08:18:45.034Z,2028,1
2VA3nDHWMyoh8q,2025-01-25T16:12:49.443Z,No protections,,True,,2,1,BKN,2026-08-31T08:18:45.034Z,2028,1
Q3T2DYCDrTw8Xh,2026-07-08T06:21:47.731Z,No protections,,True,,2,1,CHA or OKC,2026-08-31T08:18:45.034Z,2029,1
bVgKHIR1XM8xUN,2022-06-24T14:50:00.459Z,,,True,,1,1,,2026-08-31T08:18:45.034Z,2029,1
39VTt52PgCm6dM,2025-04-10T02:48:58.036Z,No protections,CLE,True,,2,1,,2026-08-31T08:18:45.034Z,2029,1
szUPFtNDBfhAxg,2026-02-03T15:41:13.755Z,No protections,NYK,True,,2,1,,2026-08-31T08:18:45.034Z,2030,1
0HS4sDmmDM2EBW,2023-06-27T03:57:46.352Z,,,True,,1,1,,2026-08-31T08:18:45.034Z,2030,1
tjm9O4n2FVGCu_,2026-07-08T06:21:47.731Z,No protections,,True,,2,1,OKC,2026-08-31T08:18:45.034Z,2030,1
fFpzEqXuVoiMhv,2025-07-08T01:09:45.446Z,"ATL has the right to swap its 2031 2nd round pick for HOU's 2031 2nd round pick protected for selections 56-60 (if this pick falls within its protected range and is therefore not conveyable, then HOU's commitment to ATL will be lifted) [ATL-BKN-GSW-HOU-LAL-MIN-PHX, 7/6/2025]",HOU,True,,2,1,ATL  holds rights to swap,2026-08-31T08:18:45.034Z,2031,1
9uT1gJvyuRoGUj,2024-06-26T17:07:21.129Z,,,True,,2,1,,2026-08-31T08:18:45.034Z,2031,1
wVPbpw15G07scz,2024-06-26T17:07:21.129Z,,,True,,1,1,,2026-08-31T08:18:45.034Z,2031,1
wtZoYOmhQ6A3dO,2025-06-27T18:30:43.808Z,,,True,,1,1,,2026-08-31T08:18:45.034Z,2032,1
jIuUdrcyQXN4tX,2026-07-08T06:21:47.731Z,No protections,LAL swap rights,True,,2,1,,2026-08-31T08:18:45.034Z,2032,1
Ey9_8NUAkdB2Cy,2025-06-27T18:30:43.808Z,,,True,,2,1,,2026-08-31T08:18:45.034Z,2032,1
SjcS7cw0CiehO9,2026-07-08T06:21:47.731Z,No protections,SAC,True,,2,1,,2026-08-31T08:18:45.034Z,2033,1
SQ-MenFycpfodT,2026-07-08T06:21:47.731Z,,,True,,2,1,,2026-08-31T08:18:45.034Z,2033,1
VH_8KblB_hGA7h,2026-07-08T06:21:47.731Z,,,True,,1,1,,2026-08-31T08:18:45.034Z,2033,1
kueiqt_T9RR,2020-11-21T16:46:04.443Z,,,True,,1,2,,2026-08-31T08:18:45.034Z,2027,2
g3jJfWn17LlKqC,2026-07-08T06:21:47.731Z,No protections,,True,,2,2,UTA or PHX,2026-08-31T08:18:45.034Z,2027,2
x9kl9ZRfKOT7Zw,2026-07-08T06:21:47.731Z,"LAC' 2028 1st round pick to BOS protected for selections 1-16; if this pick falls within its protected range, then BOS will instead have the right to swap the less favorable of the BOS pick and the SAS pick for the more favorable of the LAC' pick and PHI's 2028 1st round pick protected for selections 9-30; if the PHI pick falls within its protected range and is therefore not conveyable, then BOS will instead have the right to swap the less favorable of the BOS pick and the SAS pick for the LAC' pick (via LAC unprotected to PHI; via SAS swap for BOS) [BOS-SAS, 2/10/2022; LAC-OKC-PHI, 11/1/2023; BOS-PHI, 7/6/2026]",LAC or PHI,True,,1,2,,2026-08-31T08:18:45.034Z,2028,2
-FR5llwnNfLcX8,2026-07-08T06:21:47.731Z,No protections,"GSW, MIL or OKC",True,,2,2,,2026-08-31T08:18:45.034Z,2028,2
V4tMI1I56K0-lQ,2024-07-26T10:29:30.688Z,"BOS's 2028 2nd round pick to NYK protected for selections 31-45 (if this pick falls within its protected range and is therefore not conveyed, then BOS's commitment to NYK will be lifted) (via ORL to PHX) [BOS-ORL, 2/10/2022; ORL-PHX, 7/17/2023; NYK-PHX, 6/27/2024]",,True,,2,2,NYK,2026-08-31T08:18:45.034Z,2028,2
6mWHF1jQMMN3ac,2026-07-08T06:21:47.731Z,"SAS has the right to swap its 2028 1st round pick for BOS's 2028 1st round pick protected for selection 1; if this pick falls on its protected selection and is therefore not conveyable, then BOS will instead convey its 2028 2nd round pick to SAS protected for selections 46-60 (if this pick falls within its protected range and is therefore not conveyed, then BOS's commitment to SAS will be lifted); BOS may convey the SAS 1st round pick to PHI (see BOS incoming) [BOS-SAS, 2/10/2022]",,True,,1,2,SAS  holds rights to swap,2026-08-31T08:18:45.034Z,2028,2
1ZnvVNhQNXsQ3R,2023-02-19T06:13:09.366Z,No protections,,True,,2,2,OKC,2026-08-31T08:18:45.034Z,2029,2
n4L-Nwp0wTxgNg,2025-01-25T16:12:49.443Z,No protections,,True,,1,2,POR or WAS,2026-08-31T08:18:45.034Z,2029,2
lCPNzJrtjnxdU2,2026-07-08T06:21:47.731Z,No protections,"PHX, POR or WAS",True,,2,2,,2026-08-31T08:18:45.034Z,2030,2
NWRu_zVocL2Zn5,2023-06-27T03:57:46.352Z,,,True,,1,2,,2026-08-31T08:18:45.034Z,2030,2
mS1nxtYKXRL_Rk,2025-07-08T01:09:45.446Z,No protections,,True,,2,2,BKN,2026-08-31T08:18:45.034Z,2030,2
-UPjtXk9Yv5KrH,2026-07-08T06:21:47.731Z,Protected 31-55,CHA,True,,2,2,,2026-08-31T08:18:45.034Z,2030,2
i3KzSaXp08yYVg,2025-08-08T08:02:45.219Z,No protections,,True,,2,2,UTA holds rights to swap,2026-08-31T08:18:45.034Z,2031,2
ULbSikLAhHXLBw,2024-06-26T17:07:21.129Z,,,True,,1,2,,2026-08-31T08:18:45.034Z,2031,2
rvkkkr__AxY-xx,2025-04-10T02:48:58.036Z,Protected 31-55,HOU,True,,2,2,,2026-08-31T08:18:45.034Z,2031,2
jXbmCjpwY1d73a,2026-07-08T06:21:47.731Z,No protections,PHI,True,,1,2,,2026-08-31T08:18:45.034Z,2031,2
uv2pcPA1tI-Kvc,2025-06-27T18:30:43.808Z,,,True,,2,2,,2026-08-31T08:18:45.034Z,2032,2
UtZg0bbX_qGM_w,2025-06-27T18:30:43.808Z,,,True,,1,2,,2026-08-31T08:18:45.034Z,2032,2
DtVDoT6caXCe4c,2026-07-08T06:21:47.731Z,,,True,,1,2,,2026-08-31T08:18:45.034Z,2033,2
4z2mP8y0I0OTC8,2026-07-08T06:21:47.731Z,,,True,,2,2,,2026-08-31T08:18:45.034Z,2033,2
q_CahpmznbMKOc,2024-07-26T10:29:30.688Z,No protections,NYK,True,,1,3,,2026-08-31T08:18:45.034Z,2027,3
wkvOM02Pe4o-3Q,2025-01-25T16:12:49.443Z,No protections,LAL,True,,2,3,,2026-08-31T08:18:45.034Z,2027,3
qB0Z6HgQmXn,2021-01-16T00:11:07.743Z,"HOU has the right to swap its 2027 1st round pick for BKN's 2027 1st round pick [BKN-CLE-HOU-IND, 1/16/2021]",,True,,1,3,HOU  holds rights to swap,2026-08-31T08:18:45.034Z,2027,3
T8zho4OG2swzF6,2023-07-21T06:12:47.737Z,No protections,,True,,2,3,WAS or DET,2026-08-31T08:18:45.034Z,2027,3
PFdUcIuG6T7WzZ,2021-06-21T10:08:45.886Z,,,True,,1,3,,2026-08-31T08:18:45.034Z,2028,3
U_Ofstz1i8enrk,2021-06-21T10:08:45.886Z,,,True,,2,3,,2026-08-31T08:18:45.034Z,2028,3
WX78P2jp64LKPn,2026-07-08T06:21:47.731Z,Protected 1-8,PHI,True,,1,3,,2026-08-31T08:18:45.034Z,2028,3
SWnFLtWBiHmCk3,2025-01-25T16:12:49.443Z,No protections,ATL,True,,2,3,,2026-08-31T08:18:45.034Z,2028,3
47WLoIypYRKNOK,2024-02-23T06:13:51.050Z,No protections,MEM,True,,2,3,,2026-08-31T08:18:45.034Z,2028,3
qzKWEAioMGfacM,2024-07-05T11:32:48.478Z,"HOU will receive the two most favorable of its 2029 1st round pick, DAL' 2029 1st round pick and PHX's 2029 1st round pick and BKN will receive the least favorable of the three (via DAL and PHX to BKN; via DAL or PHX to HOU; via HOU's right to swap for DAL or PHX) [BKN-DAL, 2/6/2023; BKN-IND-MIL-PHX, 2/9/2023; BKN-HOU, 6/26/2024]","HOU, DAL or PHX",True,,1,3,HOU  holds rights to swap,2026-08-31T08:18:45.034Z,2029,3
Ifotrwe6kcZiP4,2022-06-24T14:50:00.459Z,,,True,,2,3,,2026-08-31T08:18:45.034Z,2029,3
FXNcBWzY203jmZ,2022-06-24T14:50:00.459Z,,,True,,1,3,,2026-08-31T08:18:45.034Z,2029,3
8jKueS01FneWTq,2024-02-23T06:13:51.050Z,No protections,MEM,True,,2,3,,2026-08-31T08:18:45.034Z,2029,3
iPz5PKaE_LJ7L8,2025-01-25T16:12:49.443Z,No protections,GSW,True,,2,3,,2026-08-31T08:18:45.034Z,2029,3
VxhP6OWQ6StsQn,2023-02-06T05:30:34.479Z,No protections,DAL,True,,2,3,,2026-08-31T08:18:45.034Z,2029,3
TsgmIji08M5vKW,2024-07-26T10:29:30.688Z,No protections,NYK,True,,1,3,,2026-08-31T08:18:45.034Z,2029,3
ylnh3sMo85MFr1,2023-06-27T03:57:46.352Z,,,True,,1,3,,2026-08-31T08:18:45.034Z,2030,3
2cme_PtNN54yvT,2025-07-08T01:09:45.446Z,No protections,BOS,True,,2,3,,2026-08-31T08:18:45.034Z,2030,3
bBce5lxEJYaKHv,2024-07-26T10:29:30.688Z,No protections,DAL,True,,2,3,,2026-08-31T08:18:45.034Z,2030,3
8CT0fmn8kn81Ua,2025-01-25T16:12:49.443Z,No protections,LAL,True,,2,3,,2026-08-31T08:18:45.034Z,2030,3
pKyXzrh3fDjxl4,2023-06-27T03:57:46.352Z,,,True,,2,3,,2026-08-31T08:18:45.034Z,2030,3
AInQQki53Ai8rD,2024-07-26T10:29:30.688Z,No protections,NYK,True,,1,3,,2026-08-31T08:18:45.034Z,2031,3
vytXFTbsz1qL4K,2025-01-25T16:12:49.443Z,No protections,LAL,True,,2,3,,2026-08-31T08:18:45.034Z,2031,3
t3kc1dThFMauAg,2024-06-26T17:07:21.129Z,,,True,,2,3,,2026-08-31T08:18:45.034Z,2031,3
Fp0klD0VIo4Ku8,2024-06-26T17:07:21.129Z,,,True,,1,3,,2026-08-31T08:18:45.034Z,2031,3
vLfJTpnAb2ueFM,2025-06-27T18:30:43.808Z,,,True,,1,3,,2026-08-31T08:18:45.034Z,2032,3
4a_BRL6NK_yLYx,2025-08-16T08:02:53.157Z,No protections,MIA,True,,2,3,,2026-08-31T08:18:45.034Z,2032,3
4qKrt7WUFxS1eu,2025-07-08T01:09:45.446Z,No protections,DEN,True,,1,3,,2026-08-31T08:18:45.034Z,2032,3
xYjmSk8ehinbft,2026-07-08T06:21:47.731Z,No protections,DEN,True,,2,3,,2026-08-31T08:18:45.034Z,2032,3
Nvlcl1fgW0PtKS,2025-06-27T18:30:43.808Z,,,True,,2,3,,2026-08-31T08:18:45.034Z,2032,3
fMk6kMfcS75oKf,2026-07-08T06:21:47.731Z,No protections,TOR,True,,2,3,,2026-08-31T08:18:45.034Z,2032,3
z7ILPRbCS88I_u,2026-07-08T06:21:47.731Z,,,True,,2,3,,2026-08-31T08:18:45.034Z,2033,3
zdrUIDQMxJi9Ba,2026-07-08T06:21:47.731Z,,,True,,1,3,,2026-08-31T08:18:45.034Z,2033,3
NIaSvQ6C5ZMp1a,2025-04-19T08:15:16.941Z,No protections,,True,,2,4,SAC,2026-08-31T08:18:45.034Z,2027,4
D3gf2rGm3r5,2020-11-21T16:46:04.443Z,,,True,,1,4,,2026-08-31T08:18:45.034Z,2027,4
TidrAvTvcw0li7,2026-07-08T06:21:47.731Z,No protections,MEM,True,,2,4,,2026-08-31T08:18:45.034Z,2027,4
esHklFLi7Ph9SA,2024-02-23T06:13:51.050Z,Protected 1-2,DAL,True,,1,4,,2026-08-31T08:18:45.034Z,2027,4
4_F-ZIk_biiGeE,2024-01-24T06:15:19.650Z,Protected 1-14,MIA,True,,1,4,,2026-08-31T08:18:45.034Z,2027,4
bJ4-8nZp69n55s,2025-07-30T08:02:47.085Z,No protections,NOP or POR,True,,2,4,,2026-08-31T08:18:45.034Z,2027,4
XC_JevSvQfiiQu,2025-01-25T16:12:49.443Z,No protections,LAC swap rights,True,,2,4,,2026-08-31T08:18:45.034Z,2028,4
kQ_YX3XlBWaFQ6,2026-07-08T06:21:47.731Z,No protections,HOU,True,,2,4,,2026-08-31T08:18:45.034Z,2028,4
21gqUUbqWGV4tU,2026-07-08T06:21:47.731Z,"CHA has the right to swap its 2028 1st round pick for MIN's 2028 1st round pick [CHA-MIN, pending]",MIN swap rights,True,,1,4,CHA  holds rights to swap,2026-08-31T08:18:45.034Z,2028,4
3pE89y28KiaFCJ,2021-06-21T10:08:45.886Z,,,True,,1,4,,2026-08-31T08:18:45.034Z,2028,4
R7IzcIYw4Ifbug,2021-06-21T10:08:45.886Z,,,True,,2,4,,2026-08-31T08:18:45.034Z,2028,4
x1Us1tvfYb3NwY,2026-07-08T06:21:47.731Z,No protections,ORL,True,,2,4,,2026-08-31T08:18:45.034Z,2028,4
2D7zKHCGaq0-os,2022-06-24T14:50:00.459Z,,,True,,1,4,,2026-08-31T08:18:45.034Z,2029,4
5iSrgaCBKGe3TC,2024-07-26T10:29:30.688Z,No protections,DEN,True,,2,4,,2026-08-31T08:18:45.034Z,2029,4
BFjoZXDqQHh1Hv,2026-07-08T06:21:47.731Z,"CHA has the right to swap the least favorable of its 2029 1st round pick, UTA's 2029 1st round pick and CLE's 2029 1st round pick for MIN's 2029 1st round pick protected for selections 6-30 (if the MIN pick falls within its protected range of 6-30 and is therefore not conveyable to CHA as part of this conveyance, then this commitment of MIN's to CHA and this swap right of CHA's will be lifted); CHA may convey the pick it receives to PHX [MIN-UTA, 7/6/2022; CLE-UTA, 9/3/2022; PHX-UTA, 1/21/2025; CHA-PHX, 6/30/2025; CHA-MIN, pending; CHA-PHX, pending]",MIN swap posibility,True,,1,4,CHA  holds rights to swap,2026-08-31T08:18:45.034Z,2029,4
ESSuwdX-6zlP7Q,2026-07-08T06:21:47.731Z,No protections,ATL or MIA,True,,2,4,,2026-08-31T08:18:45.034Z,2029,4
uYd6OXrwdByByh,2026-07-08T06:21:47.731Z,No protections,MIN,True,,2,4,,2026-08-31T08:18:45.034Z,2029,4
XsCSPobszkMQtc,2026-07-08T06:21:47.731Z,"UTA will receive the most / two most favorable of its 2029 1st round pick, CLE's 2029 1st round pick and MIN's 2029 1st round pick protected for selections 1-5 and CHA will receive the least / less favorable of these; if the MIN pick falls within its protected range and is therefore not conveyable as part of this conveyance, then MIN will instead convey its 2029 2nd round pick to UTA (via UTA to PHX); CHA may convey the pick it receives to MIN or PHX (see CHA incoming) [MIN-UTA, 7/6/2022; CLE-UTA, 9/3/2022; PHX-UTA, 1/21/2025; CHA-PHX, 6/30/2025]","UTA, CLE or MIN",True,,1,4,,2026-08-31T08:18:45.034Z,2029,4
O4XnulXnqfX-6X,2022-06-24T14:50:00.459Z,,,True,,2,4,,2026-08-31T08:18:45.034Z,2029,4
KUYQKfoI16bjUR,2026-07-08T06:21:47.731Z,"CHA's 2030 2nd round pick to BOS protected for selections 31-55 (if this pick falls within its protected range and is therefore not conveyed, then CHA's commitment to BOS will be lifted) [BOS-CHA, 2/5/2026]",,True,,2,4,BOS,2026-08-31T08:18:45.034Z,2030,4
3qFD58ifu7Io1Y,2023-06-27T03:57:46.352Z,,,True,,1,4,,2026-08-31T08:18:45.034Z,2030,4
lTLCSWi2pVeDgb,2025-07-30T08:02:47.085Z,No protections,LAC or UTA,True,,2,4,,2026-08-31T08:18:45.034Z,2030,4
4IcQo15cxDa2MP,2025-07-08T01:09:45.446Z,No protections,MIL,True,,2,4,,2026-08-31T08:18:45.034Z,2031,4
cizH5xQ1pUD7Do,2025-01-25T16:12:49.443Z,No protections,PHX,True,,2,4,,2026-08-31T08:18:45.034Z,2031,4
Ceu8QQQag4RJjW,2024-06-26T17:07:21.129Z,,,True,,2,4,,2026-08-31T08:18:45.034Z,2031,4
LpwzAIDr0z61IA,2024-06-26T17:07:21.129Z,,,True,,1,4,,2026-08-31T08:18:45.034Z,2031,4
pzOudhQr-v2vvK,2025-06-27T18:30:43.808Z,,,True,,2,4,,2026-08-31T08:18:45.034Z,2032,4
TiB7W-wWml-pZv,2025-06-27T18:30:43.808Z,,,True,,1,4,,2026-08-31T08:18:45.034Z,2032,4
eCkC5dRr7WGbPC,2025-07-08T01:09:45.446Z,No protections,MIL,True,,2,4,,2026-08-31T08:18:45.034Z,2032,4
nOPC1C41C_hNIr,2026-07-08T06:21:47.731Z,No protections,MIN,True,,2,4,,2026-08-31T08:18:45.034Z,2032,4
wzdDn9UUAROFc7,2026-07-08T06:21:47.731Z,No protections,MIN,True,,1,4,,2026-08-31T08:18:45.034Z,2033,4
2QDwdRbDK-YZ4P,2026-07-08T06:21:47.731Z,No protections,PHX,True,,1,4,,2026-08-31T08:18:45.034Z,2033,4
CqiBcX-ihkL-zL,2026-07-08T06:21:47.731Z,No protections,HOU,True,,2,4,,2026-08-31T08:18:45.034Z,2033,4
fHV-JIAsOsViBl,2026-07-08T06:21:47.731Z,No protections,MIN,True,,2,4,,2026-08-31T08:18:45.034Z,2033,4
rZ13gKD7F75ays,2026-07-08T06:21:47.731Z,,,True,,1,4,,2026-08-31T08:18:45.034Z,2033,4
b_nKhlR2AfJ10q,2026-07-08T06:21:47.731Z,,,True,,2,4,,2026-08-31T08:18:45.034Z,2033,4
yMpBilodfrhNru,2026-07-08T06:21:47.731Z,No protections,CLE,True,,2,5,,2026-08-31T08:18:45.034Z,2027,5
P7eR3PGXfOkkmY,2026-07-08T06:21:47.731Z,No protections,,True,,2,5,DAL,2026-08-31T08:18:45.034Z,2027,5
iZEM7KevGje,2020-11-21T16:46:04.443Z,,,True,,1,5,,2026-08-31T08:18:45.034Z,2027,5
L6Y6ScnfNQAb2z,2021-06-21T10:08:45.886Z,,,True,,1,5,,2026-08-31T08:18:45.034Z,2028,5
sKRMFbSXzigVJl,2026-07-08T06:21:47.731Z,"CHI will receive the most favorable of its 2028 2nd round pick, IND's 2028 2nd round pick and PHX's 2028 2nd round pick; IND will receive the less favorable of (1) the more favorable of its pick and and the PHX pick and (2) the CHI pick; NYK will receive the less favorable of the IND pick and the PHX pick (via PHX to IND; via CHI's right to swap for IND or PHX) [IND-PHX-WAS, 6/23/2023; IND-NYK, 7/7/2023; CHI-IND, 6/24/2026]",IND or PHX,True,,2,5,CHI  holds rights to swap,2026-08-31T08:18:45.034Z,2028,5
0rSLkZb0xuHJ9u,2021-06-21T10:08:45.886Z,,,True,,2,5,,2026-08-31T08:18:45.034Z,2028,5
RwUiTLCUZX5Sa_,2026-02-03T15:41:13.755Z,No protections,"DET, MIL or NYK",True,,2,5,,2026-08-31T08:18:45.034Z,2029,5
-ORrnBGjnn4IgH,2022-06-24T14:50:00.459Z,,,True,,1,5,,2026-08-31T08:18:45.034Z,2029,5
KA6dvUQMXCJrkF,2022-06-24T14:50:00.459Z,,,True,,2,5,,2026-08-31T08:18:45.034Z,2029,5
p-TAooZ8ulTz6T,2023-06-27T03:57:46.352Z,,,True,,2,5,,2026-08-31T08:18:45.034Z,2030,5
-QA0ufHOYpbsDA,2026-07-08T06:21:47.731Z,"CHI has the right to swap its 2030 2nd round pick for IND's 2030 2nd round pick [CHI-IND, 6/24/2026]",IND swap rights,True,,2,5,CHI  holds rights to swap,2026-08-31T08:18:45.034Z,2030,5
0916gNCwCnGwi8,2023-06-27T03:57:46.352Z,,,True,,1,5,,2026-08-31T08:18:45.034Z,2030,5
5Hdz2AEFQEiHTo,2024-06-26T17:07:21.129Z,,,True,,1,5,,2026-08-31T08:18:45.034Z,2031,5
lB6perdW83IzKq,2024-06-26T17:07:21.129Z,,,True,,2,5,,2026-08-31T08:18:45.034Z,2031,5
YJLEvCOSDV8xDy,2026-07-08T06:21:47.731Z,No protections,DEN,True,,2,5,,2026-08-31T08:18:45.034Z,2031,5
INL0kAitZbLWoZ,2026-07-08T06:21:47.731Z,"CHI will receive the more favorable of MIN's 2031 2nd round pick and GSW's 2031 2nd round pick and DET will receive the less favorable of the two (via MIN's right to swap for GSW) [CHA-DAL-DEN-GSW-MIN-PHI, 7/6/2024; DET-GSW-MIA-UTA, 2/6/2025; CHI-MIN, 2/5/2026]",MIN or GSW,True,,2,5,CHI  holds rights to swap,2026-08-31T08:18:45.034Z,2031,5
fiEgz033sWeQV-,2026-07-08T06:21:47.731Z,No protections,NYK,True,,2,5,,2026-08-31T08:18:45.034Z,2031,5
YcBvU18FXjdC6S,2025-06-27T18:30:43.808Z,,,True,,2,5,,2026-08-31T08:18:45.034Z,2032,5
g6Vgc0XeDrWKKW,2026-07-08T06:21:47.731Z,No protections,HOU or PHX,True,,2,5,,2026-08-31T08:18:45.034Z,2032,5
M2ygLSyDELDgJB,2025-06-27T18:30:43.808Z,,,True,,1,5,,2026-08-31T08:18:45.034Z,2032,5
NDzhIsD6tT0JZG,2026-07-08T06:21:47.731Z,,,True,,2,5,,2026-08-31T08:18:45.034Z,2033,5
a1ud5STYx70sVb,2026-07-08T06:21:47.731Z,,,True,,1,5,,2026-08-31T08:18:45.034Z,2033,5
Wj5uXIjxNMJxYq,2026-07-08T06:21:47.731Z,No protections,,True,,2,6,CHI,2026-08-31T08:18:45.034Z,2027,6
ciWWIkxCZZaJGX,2026-07-08T06:21:47.731Z,No protections,,True,,1,6,"MEM, UTA or PHX",2026-08-31T08:18:45.034Z,2027,6
mISOh9ssikFX9Q,2026-07-08T06:21:47.731Z,"UTA will receive the most favorable of its 2028 1st round pick, CLE's 2028 1st round pick and the LAL' 2028 1st round pick; the LAL will receive the less favorable of (1) its pick and (2) the more favorable of the UTA pick and the CLE pick; ATL will receive the more favorable of (1) its 2028 1st round pick and (2) the less favorable of the UTA pick and the CLE pick and CLE will receive the least favorable of the three (via UTA's right to swap for CLE; via UTA's right to swap UTA or CLE for LAL; via ATL's right to swap for UTA or CLE) [CLE-UTA, 9/3/2022; ATL-CLE, 2/6/2025; LAL-UTA, pending]",,True,,1,6,UTA  holds rights to swap,2026-08-31T08:18:45.034Z,2028,6
RkhX1NbKttusFq,2026-07-08T06:21:47.731Z,No protections,,True,,2,6,UTA,2026-08-31T08:18:45.034Z,2028,6
hqfPRLUZ_YQ582,2025-06-27T18:30:43.808Z,"UTA will receive the most / two most favorable of its 2029 1st round pick, CLE's 2029 1st round pick and MIN's 2029 1st round pick protected for selections 1-5 and CHA will receive the least / less favorable of these; if the MIN pick falls within its protected range and is therefore not conveyable as part of this conveyance, then MIN will instead convey its 2029 2nd round pick to UTA (via UTA to PHX); CHA may convey the pick it receives to MIN or PHX (see CHA incoming) [MIN-UTA, 7/6/2022; CLE-UTA, 9/3/2022; PHX-UTA, 1/21/2025; CHA-PHX, 6/30/2025]",,True,,1,6,UTA or CHA,2026-08-31T08:18:45.034Z,2029,6
VGfXnzeiviI-1U,2025-04-10T02:48:58.036Z,No protections,,True,,2,6,ATL,2026-08-31T08:18:45.034Z,2029,6
yWe8srdTLWl9DI,2023-07-21T06:12:47.737Z,No protections,,True,,2,6,SAS,2026-08-31T08:18:45.034Z,2030,6
E_3CRJFiltT0ug,2023-06-27T03:57:46.352Z,,,True,,1,6,,2026-08-31T08:18:45.034Z,2030,6
hHOylaiQT5bos5,2025-08-08T08:02:45.219Z,No protections,,True,,2,6,UTA or BOS,2026-08-31T08:18:45.034Z,2031,6
uXOe2OKd4kKK4j,2024-06-26T17:07:21.129Z,,,True,,1,6,,2026-08-31T08:18:45.034Z,2031,6
0uxeT564VSOdK3,2026-07-08T06:21:47.731Z,No protections,SAC,True,,2,6,,2026-08-31T08:18:45.034Z,2032,6
D6ajjB3kwHRpBv,2025-06-27T18:30:43.808Z,,,True,,1,6,,2026-08-31T08:18:45.034Z,2032,6
enGyjwEDv6aKG3,2026-07-08T06:21:47.731Z,No protections,,True,,2,6,UTA,2026-08-31T08:18:45.034Z,2032,6
a_W1Za7AJ3pPIB,2026-07-08T06:21:47.731Z,,,True,,2,6,,2026-08-31T08:18:45.034Z,2033,6
tSF7xq5r0Og5oR,2026-07-08T06:21:47.731Z,,,True,,1,6,,2026-08-31T08:18:45.034Z,2033,6
GM2olW68lvSxnR,2026-07-08T06:21:47.731Z,No protections,CHI,True,,2,7,,2026-08-31T08:18:45.034Z,2027,7
Ha6tjTmUlU-sKK,2023-07-21T06:12:47.737Z,No protections,,True,,2,7,WAS or DET,2026-08-31T08:18:45.034Z,2027,7
SGBPCNEG79le2v,2024-02-23T06:13:51.050Z,"DAL' 2027 1st round pick to CHA protected for selections 1-2; if this pick falls within its protected range and is therefore not conveyed, then DAL will instead convey MIA's 2028 2nd round pick to CHA [CHA-DAL, 2/8/2024]",,True,,1,7,CHA,2026-08-31T08:18:45.034Z,2027,7
K6E2ahX52Vy1MJ,2021-06-21T10:08:45.886Z,,,True,,1,7,,2026-08-31T08:18:45.034Z,2028,7
MIwBtCf-62aV5i,2026-07-08T06:21:47.731Z,No protections,,True,,2,7,LAC,2026-08-31T08:18:45.034Z,2028,7
1fRpUeCs5nF6in,2024-07-05T11:32:48.478Z,"HOU will receive the two most favorable of its 2029 1st round pick, DAL' 2029 1st round pick and PHX's 2029 1st round pick and BKN will receive the least favorable of the three (via DAL and PHX to BKN; via DAL or PHX to HOU; via HOU's right to swap for DAL or PHX) [BKN-DAL, 2/6/2023; BKN-IND-MIL-PHX, 2/9/2023; BKN-HOU, 6/26/2024]",,True,,1,7,HOU  holds rights to swap,2026-08-31T08:18:45.034Z,2029,7
hDrqyBN5VvOniD,2023-02-06T05:30:34.479Z,No protections,,True,,2,7,BKN,2026-08-31T08:18:45.034Z,2029,7
Y01NuUJ65teFkl,2026-07-08T06:21:47.731Z,No protections,HOU,True,,2,7,,2026-08-31T08:18:45.034Z,2029,7
DBhJUJp__bXN1v,2025-02-02T20:48:15.496Z,No protections,LAL,True,,1,7,,2026-08-31T08:18:45.034Z,2029,7
a8u_ZGgYOEn4wT,2024-07-26T10:29:30.688Z,No protections,,True,,2,7,BKN,2026-08-31T08:18:45.034Z,2030,7
