id,baseSalary,capHit,capPct,name,payrollType,player,playerId,position,_source_team_ids
dbf2c408-cbd6-411f-9e12-9a9214b52d34,0,2449421,,Matt Barnes,capHold,2440,2440,"SF, PF",10
dbf9a678-696f-4527-8d72-e48da63d587f,0,2449421,,Jonas Jerebko,capHold,201973,201973,PF,10
fb7a3122-ea86-4ce0-a1b9-5d3e48622a59,0,2449421,,Gary Payton II,capHold,1627780,1627780,"SG, PG, SF",10
00017a40-75eb-403b-942c-eeec82b2e01c,0,2185116,,Jerome Robinson,capHold,1629010,1629010,SG,10
533e2743-b23b-400a-b44c-6272d9f7d234,2185116,2185116,,Nico Mannion,capHold,1630185,1630185,PG,10
6e5e6361-ea1b-444f-8a1c-14475a328a11,0,2185116,,Taran Armstrong,capHold,1642379,1642379,PG,10
e7ed1585-9567-457f-8788-92deb1d3a35c,2150917,2150917,,Will Richard,activeRoster,1642954,1642954,SG,10
c2c52d58-e078-44af-b680-c1780af86255,0,0,,LJ Cryer,twoWay,1643018,1643018,PG,10
46d38265-9dd3-4247-af61-9c9637fcad7b,0,0,,Malevy Leons,twoWay,1642502,1642502,SF,10
f68d91b9-f0f4-4855-a2c5-79c791f7d91d,43902439,43902439,,Kevin Durant,activeRoster,201142,201142,"SF, PF, SG",11
128783e7-605a-420c-9115-7aa1f18f9d3e,35642202,35642202,,Alperen Sengun,activeRoster,1630578,1630578,C,11
ccf5e302-29e9-48ce-b565-bfec788b893c,25000000,25000000,,Fred VanVleet,activeRoster,1627832,1627832,"PG, SG",11
89f84fe3-2140-4d2e-a87e-c0a2b36ff971,23643411,23643411,,Jabari Smith Jr.,activeRoster,1631095,1631095,PF,11
be774a80-a63c-46c7-bb19-8b83d5b29e7b,14053356,14053356,,Tari Eason,activeRoster,1631106,1631106,PF,11
f4731e57-66c5-4593-bd9c-796958aaca82,13000000,13000000,,Steven Adams,activeRoster,203500,203500,C,11
fdc6c052-ff73-459f-9d59-554e9f16b653,12258609,12258609,,Amen Thompson,activeRoster,1641708,1641708,"SF, PG",11
c5b99d55-f6c2-4db7-8fb4-491e91f47c65,11108880,11108880,,Reed Sheppard,activeRoster,1642263,1642263,"SG, PG",11
c7226341-e7d8-4159-ad81-7ea208b0990c,7035000,7035000,,Clint Capela,activeRoster,203991,203991,C,11
62b35503-6df9-4fde-bb54-adc536c7427c,6064000,6064000,,Marcus Smart,activeRoster,203935,203935,"PG, SG",11
322331ac-9485-4669-9be8-82984692e84b,2584539,2584539,,JD Davison,restOfSeason,1631120,1631120,"PG, SG",11
432f7c99-1b7c-458c-8963-fc016729d147,3524115,2449421,,Bogdan Bogdanović,activeRoster,203992,203992,SG,11
74ad2675-00fd-4f7a-bd71-7c6c3dcd01f9,0,2449421,,Aaron Holiday,capHold,1628988,1628988,PG,11
cabc7579-eb52-4781-88e9-92a422867537,0,2449421,,Jeff Green,capHold,201145,201145,"PF, SF, C",11
5b977c5f-0ef8-4759-b1ac-cf72a7762085,0,2449421,,Boban Marjanovic,capHold,1626246,1626246,C,11
d0b40b84-58bf-4c93-aa0a-ffd94a033fc2,0,2449421,,Reggie Bullock,capHold,203493,203493,"SF, SG",11
04c0b7c7-4fdb-4186-b406-3eb8299597ee,0,2449421,,Jae’Sean Tate,capHold,1630256,1630256,"SF, PF",11
3617216d-f799-48d1-8ce5-c6a22e788b0f,2185116,2185116,,Isaiah Crawford,capHold,1642384,1642384,SF,11
0ba7d89c-a6e3-4995-9104-524779da7c8c,0,2185116,,Jack McVeigh,capHold,1629098,1629098,PF,11
728e7d18-ccdf-441e-ba1f-a4bcb25a83d7,0,0,,Tristen Newton,twoWay,1641803,1641803,SG,11
6077d510-6f04-4dca-9ca8-0d62aff9ccba,48924624,48924624,,Pascal Siakam,activeRoster,1627783,1627783,PF,12
bfc6ab64-ac7c-4d8c-9a08-d6d1c2ea5090,48924624,48924624,,Tyrese Haliburton,activeRoster,1630169,1630169,"PG, SG",12
7f179ffc-ffb9-4279-8c1a-51f2b277b894,19550160,20342140,,Ivica Zubac,activeRoster,1627826,1627826,C,12
3a5607da-d65d-492b-becd-33133b82fbf7,19550160,19550160,,Andrew Nembhard,activeRoster,1629614,1629614,"PG, SG",12
d6a7800a-df42-4693-8288-f2f3a27a3f3e,15000000,15000000,,Obi Toppin,activeRoster,1630167,1630167,PF,12
dc11140c-b235-4f5e-8cf7-193d2ca12915,11000000,11000000,,Aaron Nesmith,activeRoster,1630174,1630174,SF,12
7d9fe9fa-3195-4ff8-ae0d-54ecee12d1ac,11000000,11000000,,T.J. McConnell,activeRoster,204456,204456,PG,12
d7adb985-8906-4e0f-9533-fe9d0f51da9e,8478542,8478542,,Jarace Walker,activeRoster,1641716,1641716,PF,12
1b2a36af-4b48-4e25-ad48-ecfa137cbced,8050000,8050000,,Kelly Oubre Jr.,activeRoster,1626162,1626162,SF,12
e6758b3e-3f73-4eeb-8f6b-fb398cf2861d,5031669,5031669,,Ben Sheppard,activeRoster,1641767,1641767,SG,12
7b2bc62b-7e2f-4626-95fa-5f21cc3c9f7b,2667944,2667944,,Jay Huff,activeRoster,1630643,1630643,C,12
5ee0a8b8-61f0-4040-93dc-a7f31bcd4eaf,2584539,2584539,,Quenton Jackson,restOfSeason,1631245,1631245,PG,12
e3c4ed8d-49c5-4dd4-80e5-505fa08f1a3d,3876529,2449421,,Larry Nance Jr.,activeRoster,1626204,1626204,"PF, C",12
75b8fe7d-4144-4693-b81b-60452ef6b6ec,0,2449421,,James Johnson,capHold,201949,201949,"PF, SF, C",12
ae02d562-5fc8-4f67-838a-a6f31edb6aa0,2296271,2296271,,Johnny Furphy,activeRoster,1642277,1642277,SG,12
a0625583-83f1-4e7a-8662-8b925419f684,0,2185116,,Gabe York,capHold,1628221,1628221,SG,12
dc43627d-6d84-4321-88c9-85b7c6257bfc,2185116,2185116,,Jalen Slawson,capHold,1641771,1641771,SF,12
22c3caba-41ee-4be2-a193-5ff0ede9534e,0,0,,Ethan Thompson,twoWay,1630679,1630679,SG,12
b65683f4-008e-4d3d-a467-804be2e91242,0,0,,Taelon Peter,twoWay,1643007,1643007,SG,12
6d63fe69-15b6-48f7-9d5f-7535ca1dcb07,0,0,,Kobe Brown,twoWay,1641738,1641738,PF,12
5ac34afd-1e04-4574-881e-cc81743a4926,50300000,50300000,,Kawhi Leonard,activeRoster,202695,202695,SF,13
16723756-637c-4767-8245-370d4fa013c7,42166510,42166510,,Darius Garland,activeRoster,1629636,1629636,"PG, SG",13
54976f24-d774-4a9b-a96c-6bbb021a6180,8774590,27562719,,Bennedict Mathurin,capHold,1631097,1631097,"SF, SG",13
83a40242-ed57-4a00-a46b-57d03f1dc205,14000000,14000000,,Rui Hachimura,activeRoster,1629060,1629060,PF,13
845522c6-062b-41b3-844b-54b552a80898,10476190,10476190,,Derrick Jones Jr.,activeRoster,1627884,1627884,"SF, PF",13
526c2417-aaf8-46b9-b6d0-455c5b36133c,9674760,9674760,,Keaton Wagler,activeRoster,1643413,1643413,SG,13
923f541a-34cb-4060-b597-5df41eb1fb88,9187500,9187500,,Brook Lopez,activeRoster,201572,201572,C,13
4c991da3-0dbc-4889-88c7-e9c85a8fc5a6,0,7646184,,Nicolas Batum,capHold,201587,201587,"SF, PF, SG",13
eb4d09d2-efb1-4882-abc1-b3ac9ba87b50,7000000,7000000,,Isaiah Jackson,activeRoster,1630543,1630543,C,13
bbe60791-71c2-4dce-92d4-6dccef1fb83a,0,6424800,,Bradley Beal,capHold,203078,203078,SG,13
ee924b2c-d123-4846-8ed7-a1c7876b3d44,5684800,5684800,,Kris Dunn,activeRoster,1627739,1627739,PG,13
c9c70d93-7bcc-4e60-83f2-f38eee368baa,5300000,5300000,,Jordan Miller,activeRoster,1641757,1641757,SF,13
aea1e3a1-830d-4bd4-8548-3b439fd0ea58,2880960,2880960,,Yanic Konan Niederhäuser,activeRoster,1642949,1642949,C,13
36184d9c-321d-4d2a-afda-d951cdd463d9,2622139,2622139,,Kobe Sanders,activeRoster,1642920,1642920,SG,13
0b86d986-bc56-4bd2-b24b-d0f856dea265,0,2449421,,Ben Simmons,capHold,1627732,1627732,PG,13
836d9a55-653e-46f6-b884-7691433004b8,0,2449421,,Patty Mills,capHold,201988,201988,"PG, SG",13
dd29341e-a359-43d9-b6ea-3d13d6f4cb8b,0,2449421,,Rodney Hood,capHold,203918,203918,"SG, SF, PF",13
f0a0dcd3-3292-48dc-8b7e-6da3e6c08feb,2296271,2296271,,Cam Christie,activeRoster,1642353,1642353,SG,13
a0994b60-3293-4329-ab7f-d9c39ebbe673,2185116,2185116,,TyTy Washington Jr.,capHold,1631102,1631102,PG,13
b868e41f-8094-4cfc-bf88-9a6f31081d11,0,2185116,,Xavier Moon,capHold,1629875,1629875,SG,13
7e7c46c1-fed1-4b83-8c0a-2b3cf17e9126,0,0,,Sean Pedulla,twoWay,1642951,1642951,PG,13
072e338f-3f59-4c31-a725-64e089f87169,49488300,49488300,,Luka Dončić,activeRoster,1629029,1629029,"PG, SG",14
72bb5157-9202-4b8a-952e-eef065380060,41240250,41240250,,Austin Reaves,activeRoster,1630559,1630559,SG,14
9d852242-cdf7-4a6e-a1de-c9a978b45635,30108821,30108821,,Walker Kessler,activeRoster,1631117,1631117,C,14
032261d1-2574-4759-8762-25313bc7f1d4,13953489,13953489,,Quentin Grimes,activeRoster,1629656,1629656,SG,14
67dd8a66-6470-4eb2-a66d-346c60476a33,13000000,13000000,,Sandro Mamukelashvili,activeRoster,1630572,1630572,"C, PF",14
85ad39f4-6ffb-4190-a5be-76dd21596a80,12428571,12428571,,Jarred Vanderbilt,activeRoster,1629020,1629020,PF,14
9c694a35-1911-4dc4-9cdb-742ec4ba3465,9366000,9366000,,Collin Sexton,activeRoster,1629012,1629012,"SG, PG",14
0eac1fb3-ec81-4c86-b76e-71295203cb31,6000000,6000000,,Jaden Hardy,activeRoster,1630702,1630702,SG,14
843eb140-48df-453d-adcc-44fcdd55b364,6000000,6000000,,Jake LaRavia,activeRoster,1631222,1631222,PF,14
399c5440-675a-4ca9-a5f4-5802990b8044,4201080,4201080,,Dalton Knecht,activeRoster,1642261,1642261,SF,14
0c5a49ae-b295-4f0f-8e8b-f3003e510d71,3315360,3315360,,Cameron Carr,activeRoster,1643418,1643418,SG,14
7643fe5e-3618-4589-be40-0f49d57ddd61,3876529,2449421,,Kevon Looney,activeRoster,1626172,1626172,"C, PF",14
a4e6cf35-6b6d-4dd9-86f6-b6745c65c4c0,2845883,2449421,,Ziaire Williams,activeRoster,1630533,1630533,SF,14
eb811202-530e-4a80-9510-a1d6a534f749,2296271,2296271,,Bronny James,activeRoster,1642355,1642355,SG,14
cd104890-df46-4601-bc8c-6464209ebb8c,2150917,2150917,,Adou Thiero,activeRoster,1642876,1642876,"SF, PF",14
1854f1ae-ed33-44a0-ba42-1d254d9e8c66,0,0,,Chris Mañon,twoWay,1643024,1643024,SG,14
cfbaa918-57df-4df8-a30b-baace5fbd238,34206898,34206898,,Jerami Grant,activeRoster,203924,203924,"PF, SF",15
d1f0e1a3-0fee-4fb4-b11d-d6373f377819,21621500,21621500,,Kentavious Caldwell-Pope,activeRoster,203484,203484,SG,15
7879d01d-d5e3-4e79-a083-f055e5a2459d,15000000,15000000,,Isaiah Stewart,activeRoster,1630191,1630191,"C, PF",15
14a14679-7011-407d-a821-6bd73635880b,11849760,11849760,,Cameron Boozer,activeRoster,1643409,1643409,PF,15
86fa904a-bd78-481e-a1d7-8d4bc29f5531,9220050,9220050,,Ty Jerome,activeRoster,1629660,1629660,SG,15
e4fe87cb-0f2f-45d0-9d6c-a373fa45b597,9000000,9000000,,Quinten Post,activeRoster,1642366,1642366,PF,15
6c9271c2-ffcc-4da2-83f1-2367f2993134,7805900,7805900,,Taylor Hendricks,activeRoster,1641707,1641707,PF,15
cfda837d-0f96-4c1e-904d-9bb0cebc3305,6332760,6332760,,Zach Edey,activeRoster,1641744,1641744,C,15
c11f3b24-6897-4112-bd05-25b9b794c166,6001080,6001080,,Cedric Coward,activeRoster,1642907,1642907,SG,15
a990348c-3051-4261-968b-78906ca80301,5969250,5969250,,D'Angelo Russell,activeRoster,1626156,1626156,PG,15
115bb644-e52f-4668-a305-3dc081423bc1,5315004,5315004,,Kris Murray,activeRoster,1631200,1631200,SF,15
423898ac-dddb-45f7-8e74-f4c1a14396a8,4190520,4190520,,Walter Clayton Jr.,activeRoster,1642383,1642383,PG,15
fbeee1b2-f9d5-4dd8-a54e-b2bd837895e4,3815861,3815861,,Taj Gibson,restOfSeason,201959,201959,"PF, C",15
b130fea4-d2a0-448a-a138-4e19667ad626,0,3700000,,Cole Anthony,deadCap,1630175,1630175,PG,15
8bd43c8d-f6f5-42c4-8c07-fd21c079cd49,3237120,3237120,,AJ Johnson,activeRoster,1642358,1642358,SG,15
e4e9cf99-8bed-49b2-8827-e9308099daad,2497812,2497812,,Olivier-Maxence Prosper,restOfSeason,1641765,1641765,PF,15
d68e1e23-1a61-4113-b9ba-bd5cdb10c6cb,2461462,2461462,,Scotty Pippen Jr.,activeRoster,1630590,1630590,PG,15
8dd75134-cb2c-42bd-99dc-cf973c1d2458,2411090,2411090,,Cam Spencer,activeRoster,1642285,1642285,SG,15
6662acbc-9b45-447b-8b77-3ab8559660e3,2406205,2406205,,GG Jackson,restOfSeason,1641713,1641713,PF,15
60b74cbc-a1ec-43ef-93d8-92d48173dce5,2296271,2296271,,Jaylen Wells,activeRoster,1642377,1642377,"SG, SF",15
8e83ff5f-ff1b-47f8-b748-fd6d5855f0be,0,464050,,Mamadi Diakite,deadCap,1629603,1629603,"PF, C",15
b49d57c2-d03b-47a4-98a8-8dd4363af03b,0,0,,Javon Small,twoWay,1642914,1642914,PG,15
5b04bbbf-4809-4322-a4d9-404548477d69,0,0,,Jahmai Mashack,twoWay,1642942,1642942,SG,15
0f48eda0-d7ec-4a7e-a46c-5177f81b7685,58456566,58456566,,Giannis Antetokounmpo,activeRoster,203507,203507,"PF, SF, PG, SG",16
2bc7e0c3-03a8-4e52-a89b-a72138edf4c1,49488300,49488300,,Bam Adebayo,activeRoster,1628389,1628389,"C, PF",16
12e8c905-86a3-42ca-b0ad-0de7d43536d3,30169644,30169644,,Andrew Wiggins,activeRoster,203952,203952,"SF, PF",16
c98c6a56-6943-4b8a-862d-47be45d706d4,16200000,16200000,,Nikola Jović,activeRoster,1631107,1631107,PF,16
563e9a5c-3439-4676-9e63-cf75d3919ba8,14521414,14521414,,Bobby Portis,activeRoster,1626171,1626171,"PF, C",16
a82d8c39-b72b-4ed8-84eb-4792df90329c,12400000,12400000,,Davion Mitchell,activeRoster,1630558,1630558,PG,16
01d8e35a-85d0-4d5c-90ad-f310abf96b52,6065000,6065000,,Tim Hardaway Jr.,activeRoster,203501,203501,"SG, SF",16
eb377505-010b-4eef-a1a3-4be309de8a15,2584539,2584539,,Dru Smith,activeRoster,1630696,1630696,SG,16
b73dc488-b63c-40b2-b095-9419bcdbc405,2584539,2584539,,Myron Gardner,restOfSeason,1642066,1642066,SF,16
5b0ce6ed-1b8b-45f7-bad3-3a41e4a53ff5,0,2457009,,Alec Burks,capHold,202692,202692,"SG, SF",16
7f50ec54-672f-4776-890d-87090cb7bf57,0,2449421,,Trevor Keels,capHold,1631211,1631211,SG,16
37f015f7-42af-481e-b4ad-d40eaf379132,0,2449421,,Jahmir Young,capHold,1642443,1642443,PG,16
20740547-bc1e-4f38-87a8-b4ed58500de8,0,2449421,,Dwyane Wade,capHold,2548,2548,"SG, PG",16
ca7ebb35-6f0a-45ff-8c2f-b266c3257b9e,0,2449421,,Keshad Johnson,capHold,1642352,1642352,SF,16
2a4747ba-95e0-4275-88cb-b3404334b623,0,2449421,,Udonis Haslem,capHold,2617,2617,"PF, C",16
052b9e37-60be-4115-bf6c-42f61277e995,2625627,2449421,,Simone Fontecchio,activeRoster,1631323,1631323,SF,16
bf1ccab0-166e-4a56-9ff2-b696ce5506eb,0,2449421,,Jordan Mickey,capHold,1626175,1626175,PF,16
c288ddb7-1493-4721-9cf1-2a36b748df7e,0,2449421,,Josh Christopher,capHold,1630528,1630528,SG,16
6074fee5-165d-49f4-aa58-7e81fd5449c6,2296271,2296271,,Pelle Larsson,activeRoster,1641796,1641796,SG,16
8e96a537-1798-493b-a828-c078886a4f9a,11,11,,Vladislav Goldin,capHold,1642884,1642884,C,16
0086b7e8-7bbe-456e-812d-19dcd36f2b13,33000000,33000000,,Tyler Herro,activeRoster,1629639,1629639,SG,17
094e11f2-a009-442e-b49f-dc8141d616fd,26584164,26584164,,Myles Turner,activeRoster,1626167,1626167,C,17
83b4eff5-5a63-42bb-9e8a-d3a0c1043dfc,0,22516603,,Damian Lillard,deadCap,203081,203081,PG,17
06fc5d7f-bd3d-42b4-8854-578721d27471,19431819,20490152,,Kyle Kuzma,activeRoster,1628398,1628398,"PF, SF",17
4a6b73a5-82db-46eb-8d27-997df946e9f0,0,20012646,,Ousmane Dieng,capHold,1631172,1631172,"C, PF",17
de80faaf-6817-4f56-b07e-fa1907d08a62,14809200,14809200,,Caris LeVert,activeRoster,1627747,1627747,"SG, SF",17
7777235b-b8d4-46c4-b697-aea0e0d7fa84,10044644,10044644,,AJ Green,activeRoster,1631260,1631260,SG,17
81404e09-b4e9-4557-b21f-aec67042b727,6417360,6417360,,Brayden Burries,activeRoster,1643415,1643415,SG,17
fec651d3-d265-4309-b727-2b24210ea067,5939141,5939141,,Jaime Jaquez Jr.,activeRoster,1631170,1631170,SF,17
d1645bf5-6c60-464c-854d-a3d902b0fbab,5502000,5502000,,Nate Ament,activeRoster,1643417,1643417,SF,17
b40a294a-31a4-43b0-a621-ca39e624a3c2,5390700,5390700,,Kevin Porter Jr.,activeRoster,1629645,1629645,"SG, PG, SF",17
7169ea74-145a-4916-82f7-08298ea294ad,4654920,4654920,,Kel'el Ware,activeRoster,1642276,1642276,C,17
cfbfc6f0-bfd7-4e6e-a419-1a589c198303,4000000,4000000,,Ryan Rollins,activeRoster,1631157,1631157,PG,17
7ba42e37-263f-441d-8ffd-806ad0e1c75c,3841680,3841680,,Kasparas Jakučionis,activeRoster,1642857,1642857,"SG, PG",17
a8ebe171-147b-4608-9a7c-52e2965e79da,2801346,2801346,,Jericho Sims,activeRoster,1630579,1630579,"C, PF",17
8c75e2b1-b5fc-4f27-85be-7731a5c47456,2537526,2537526,,Pete Nance,activeRoster,1631250,1631250,"PF, C",17
9c1c9318-19f3-49ee-a236-d99a1923770e,0,2449421,,Cameron Thomas,capHold,1630560,1630560,SG,17
71971904-4af6-41a0-9713-dc17b805c0a8,0,2449421,,Thanasis Antetokounmpo,capHold,203648,203648,"SF, PF",17
480bfff5-fcfe-4ffd-917c-4636b97194be,0,2449421,,Andre Jackson Jr.,capHold,1641748,1641748,SG,17
1d6fc2f1-31f6-4a9b-82e6-0a0ed256f677,0,2185116,,Alex Antetokounmpo,capHold,1630828,1630828,SF,17
5d5beb4f-b0aa-46d0-822a-2910483dd567,1357763,1357763,,Bogoljub Marković,activeRoster,1642881,1642881,PF,17
42a66047-d727-4e23-ba17-1e7b84f93616,0,666667,,Vasilije MiciÄ,deadCap,203995,203995,PG,17
3b302135-4d1b-4314-b022-7458b786037a,0,0,,Kam Jones,twoWay,1642880,1642880,SG,17
eefe8282-80ee-43c5-873a-386eed57b1c5,0,0,,Cormac Ryan,twoWay,1642504,1642504,SG,17
8764c7f7-bd85-4a03-af72-a87d31a8dbb5,48924624,48924624,,Anthony Edwards,activeRoster,1630162,1630162,SG,18
19acad88-235d-4087-b887-163e68591862,40770520,40770520,,LaMelo Ball,activeRoster,1630163,1630163,PG,18
dbc5b9ed-f86d-4578-abba-e25279ac134d,36500000,36500000,,Rudy Gobert,activeRoster,203497,203497,C,18
ba60028a-57e2-4f68-b172-cab909d03189,0,27909834,,Evan Turner,capHold,202323,202323,"SF, SG, PG",18
dad851a0-fbee-4e2d-a3ad-82e6f57b2e2f,26200000,26200000,,Jaden McDaniels,activeRoster,1630183,1630183,"PF, SF",18
4841605e-3df1-4034-9ba5-db2b4d67c7df,14679012,14679012,,Josh Green,activeRoster,1630182,1630182,SG,18
7e577831-9563-4fa3-829a-75f038631c0e,0,14285184,,Ayo Dosunmu,capHold,1630245,1630245,SG,18
358fe82e-8d40-44ec-8725-26abaab0cea3,12535000,12535000,,Donte DiVincenzo,activeRoster,1628978,1628978,SG,18
c86c5e48-8e7d-41e9-8ed5-515655d6fc21,4411200,4411200,,Joan Beringer,activeRoster,1642866,1642866,"PF, C",18
898e739b-4bc9-47d4-ae04-a9fe5df42694,3086420,3086420,,Jaylen Clark,activeRoster,1641740,1641740,SG,18
0a68a161-6ca3-42a9-8a91-d9931a4eae58,2845883,2845883,,Bones Hyland,activeRoster,1630538,1630538,"PG, SG",18
f8475a28-9053-48ea-9d89-1ef5cb533b3e,2801640,2801640,,Terrence Shannon Jr.,activeRoster,1630545,1630545,SG,18
5bdab00a-4e15-4366-8db7-84146acccbd6,0,2450000,,Julian Phillips,capHold,1641763,1641763,SF,18
911b439d-21c9-4f32-b763-474556fc9add,3876529,2449421,,Trey Lyles,activeRoster,1626168,1626168,PF,18
9f2382d5-11a5-4367-9fa0-a9b8ba8ff093,0,2449421,,Joe Ingles,capHold,204060,204060,"SF, PF",18
a6abddd3-a2cf-4499-9fd3-0e0ac1be60a8,0,2449421,,Austin Rivers,capHold,203085,203085,"SG, PG",18
33c0507e-3017-4b1a-aec7-a8fae3008df0,0,2449421,,Greg Monroe,capHold,202328,202328,"C, PF",18
198b9ba9-4bf6-44f1-a06f-2e169f1af058,0,2449421,,Aaron Brooks,capHold,201166,201166,PG,18
5ddaed18-6453-499f-9cbe-a9fdf2655c35,2185116,2185116,,Enrique Freeman,capHold,1642402,1642402,PF,18
3235aca2-0ab0-40d3-805d-5433492d0b4c,0,0,,Zyon Pullin,twoWay,1642389,1642389,SG,18
7c5a2245-a037-4ff5-976c-a2ca005c4538,0,0,,Rocco Zikarsky,twoWay,1642911,1642911,C,18
be83e560-5222-4c0c-9533-a680d158901f,42166510,42166510,,Zion Williamson,activeRoster,1629627,1629627,PF,19
d7f86856-92e2-42ff-92a3-4c9d68825604,34044642,34044642,,Jordan Poole,activeRoster,1629673,1629673,"SG, PG",19
300ac2f5-c839-4606-a520-01a8b333207e,28767536,32785071,,Dejounte Murray,activeRoster,1627749,1627749,"PG, SG",19
ba15fd63-8922-4499-bf2d-c369cc789dad,27000000,27000000,,Trey Murphy III,activeRoster,1630530,1630530,SF,19
9795b3a7-7176-4e3e-90f5-d8d3cdc9594d,14898786,14898786,,Herbert Jones,activeRoster,1630529,1630529,"SF, PF",19
6ceaebd4-2620-4888-b92d-f27121f4143f,7896240,7896240,,Jeremiah Fears,activeRoster,1642847,1642847,PG,19
5e6a475a-0f4c-4427-af11-960ed5e276ef,7021895,7021895,,Jordan Hawkins,activeRoster,1641722,1641722,SG,19
64263ef5-1bcc-46d0-8927-020667908ce3,6440678,6557080,,Saddiq Bey,activeRoster,1630180,1630180,SF,19
7c245eaf-2277-4dc5-8950-e6f04caf9e44,5416080,5416080,,Derik Queen,activeRoster,1642852,1642852,C,19
21cd31e2-7de6-4fff-af93-c4ef31e02a22,0,4642804,,Willy Hernangomez,capHold,1626195,1626195,C,19
5e85c8af-bf6d-45b4-b3cb-ee9f1c91802b,3876529,3876529,,DeAndre Jordan,activeRoster,201599,201599,C,19
c1490c4c-942e-47b0-9e35-ea3464066a79,3512760,3512760,,Yves Missi,activeRoster,1642274,1642274,C,19
0c56acae-6216-4620-9b69-5a2337f1b0c6,2584539,2584539,,Bryce McGowens,restOfSeason,1631121,1631121,SG,19
74d4fc13-d5f7-4db6-b1c2-6ed37ddd7a53,0,2449421,,Tony Snell,capHold,203503,203503,"SG, SF",19
816aabef-ced3-4c1d-964c-8c13b1a40867,0,2449421,,Elfrid Payton,capHold,203901,203901,PG,19
61b38797-bf14-4889-ba67-50449b05d8ed,0,2449421,,Brandon Boston Jr,capHold,1630527,1630527,"SG, SF",19
169c4d7c-88d5-4d02-a60a-deccc52e34d4,2296271,2296271,,Karlo Matković,activeRoster,1631255,1631255,PF,19
cb802c3c-c48d-48f9-9c97-3029619971ad,0,2185116,,Gary Clark,capHold,1629109,1629109,"PF, SF",19
e2b003cf-1d22-4df0-b615-9f0d1a770002,0,2185116,,Josh Oduro,capHold,1642490,1642490,PF,19
6c57acab-5b08-4261-b690-2c535bdeebe6,0,2185116,,Keion Brooks Jr.,capHold,1631232,1631232,SF,19
367ccc41-8bc9-459c-90c5-fca9e98914a0,0,2185116,,Jared Harper,capHold,1629607,1629607,PG,19
1538d596-49ae-41ed-b1e2-548c81576162,0,2185116,,James Nunnally,capHold,203263,203263,SF,19
14fd3c85-ba24-4988-a0af-f2470a0dfd22,2150917,2150917,,Micah Peavy,activeRoster,1642877,1642877,SG,19
6df1d8d6-e089-48a1-b5e6-1d78ff1b8069,0,0,,Hunter Dickinson,twoWay,1630621,1630621,C,19
bf9760e0-7bb7-4729-aa3f-8649780a5ff7,57078728,57078728,,Karl-Anthony Towns,activeRoster,1626157,1626157,"C, PF",20
83ceaa2e-132f-43bd-9f98-684952f7f42f,42500000,42500000,,OG Anunoby,activeRoster,1628384,1628384,"SF, PF",20
6db3736b-a078-4310-8127-f8d6ae105cc0,37739521,37739521,,Jalen Brunson,activeRoster,1628973,1628973,"PG, SG",20
86262727-ee18-434b-bc73-e5e418386659,33482145,33482145,,Mikal Bridges,activeRoster,1628969,1628969,"SF, SG",20
b253c4fd-8998-4d34-b03f-02686af1d011,20923760,20923760,,Josh Hart,activeRoster,1628404,1628404,"SF, SG",20
1a78773e-25ea-440c-b045-3b76b7ee2d08,5490967,5490967,,Landry Shamet,activeRoster,1629013,1629013,SG,20
f48c3e19-6afd-4be9-aeef-a4324daab427,4439656,4439656,,Jose Alvarado,activeRoster,1630631,1630631,PG,20
531f3173-def5-4e92-b8e2-f5c003fe192d,3956523,3956523,,Miles McBride,activeRoster,1630540,1630540,"PG, SG",20
a5d20625-4380-433c-b34d-a259ca990fbc,2983680,2983680,,Pacôme Dadiet,activeRoster,1642359,1642359,SG,20
e478f2f4-4278-4cb2-9834-a853e885e6ef,2622139,2622139,,Mohamed Diawara,activeRoster,1642885,1642885,SF,20
bb430027-112b-49f4-90a9-fef39afefe3e,3876529,2449421,,Andre Drummond,activeRoster,203083,203083,C,20
68bd660f-c644-47ed-bee2-adae4b9cc888,0,2449421,,Kevin McCullar Jr.,capHold,1641755,1641755,SF,20
c359ef62-3dad-4c75-a8bf-c0439805cbd0,3876529,2449421,,Jordan Clarkson,activeRoster,203903,203903,"SG, PG",20
976fc01a-18f0-4f66-9173-c2e271985e56,0,2449421,,P.J. Tucker,capHold,200782,200782,"SF, PF, SG",20
b3406d63-d76d-478a-b064-03e3a8fcae10,0,2449421,,Jeremy Sochan,capHold,1631110,1631110,PF,20
f3071c21-626f-4fc1-87cc-67e0c0d53c86,0,2449421,,Trey Jemison,capHold,1641998,1641998,C,20
5db812b8-96dd-4efc-98b7-6de5a90c001e,2296271,2296271,,Tyler Kolek,activeRoster,1642278,1642278,PG,20
dfd3167c-e0d3-4342-8097-ac0c9096aa6e,2185116,2185116,,Dillon Jones,capHold,1641794,1641794,SF,20
0f6c8814-6ceb-4e68-ae14-5f6fed0b36ba,41240250,41240250,,Jalen Williams,activeRoster,1631114,1631114,"SG, PF",21
fa7fe2c8-9aa7-4700-99d2-e11957cd1452,41240250,41240250,,Chet Holmgren,activeRoster,1631096,1631096,"C, PF",21
7b7b4674-44a6-40b2-af14-ff9dc95746aa,40806150,40806150,,Shai Gilgeous-Alexander,activeRoster,1628983,1628983,"PG, SG",21
