id,offensiveType,position,singleYearLEBRON,tier,_source_team_ids
cc69ced6-d7ac-46d0-8def-da9942881c6d,Shot Creator,PF,-1.81,,23
1241902d-97de-49a7-ae62-41ae0ceeebc6,,,0,,23
dc29a579-0791-4406-b83b-81ee964821e4,Athletic Finisher,PF,-0.68,,23
a3fa792c-04d7-4c13-8ef9-74aa80ce5df0,Athletic Finisher,C,-3.55,,23
2979f2f2-5721-4332-8947-c63f95a4b197,Movement Shooter,PF,0.34,,23
26e2b155-28da-47db-8ce1-b31d2990f37c,Movement Shooter,SF,-2.93,,23
c1565036-4095-4e25-bff2-10a54737d73c,Stationary Shooter,SG,-1.9,,23
2e0cbaa0-5ce1-4007-b11a-a1692d1271b6,Shot Creator,SG,-1.21,,23
6f99df30-b63d-4699-8a17-cfd960f54b89,Roll + Cut Big,C,-1.66,,23
17cd20ff-6b5d-4b98-9f66-24086cbf53d5,,,0,,23
1ddc9be7-3639-47d3-910b-5457c2fae728,,,0,,23
9250daba-da9d-4cb5-97e2-b818faa6525a,Shot Creator,SF,1.86,,23
fb579262-06c3-4ed6-8f55-8bbd67f9ad9e,Athletic Finisher,PF,-0.79,,23
32561334-a0f7-4e8c-8c60-f9c60a9bc5a1,Stationary Shooter,SG,-2.63,,23
1c6cce51-765d-4f23-bd5a-55f2f6154ec5,Shot Creator,C,2.68,,23
d4903e5d-5753-4d6b-bd62-74d9be925f58,Shot Creator,SG,-0.31,,24
66337f3e-290e-46c2-8d17-3e20fb88083f,Slasher,PG,-0.77,,24
a457b1b7-cc29-4bf6-a5d2-7295ccccfce9,Shot Creator,PF,0.98,,24
46f3bc01-5ba7-4e78-94bd-79e67bc7eef6,Roll + Cut Big,C,1.44,,24
12460e5c-a2ea-44fa-99f7-61d34b424c90,,,0,,24
35e285c2-f010-4f89-9be8-c7a09096f53c,Stationary Shooter,PG,-1.05,,24
c959515f-9a50-4bb7-a3d8-11b426bf82dc,,,0,,24
bfde5536-f0fb-4624-ac48-39c902f569b6,Stationary Shooter,SF,-0.71,,24
14954c57-6b91-403f-8fee-974c5194c765,Movement Shooter,SF,-0.57,,24
8cf71a25-9a7c-4c48-8aa3-0c0181e2a495,Low Minute,PG,-0.68,,24
1c119b44-4b7e-4df0-90ed-9c6beccbc216,Stationary Shooter,SF,0.47,,24
c4350536-86c8-427a-8cf3-9414b269b2b0,,,0,,24
107e9824-c8da-408f-9495-01b7b495ea5d,Secondary Ball Handler,PG,0.81,,24
11c38846-e327-4e40-a5e4-88974d7f5b3a,Shot Creator,SG,2.03,,24
02e07642-2427-43d6-89ed-973297c0ceb2,,,0,,24
b79f2eac-d60b-4456-88ba-d52ec886d493,Roll + Cut Big,PF,-0.7,,24
ad5a7543-e3a7-4f18-aaeb-0c57fcce2425,Shot Creator,PG,-0.79,,25
1fba19e4-e779-490a-b3cc-a9e4a3d666e7,Stationary Shooter,C,-3.34,,25
e610c83d-b097-4e38-b8a7-810c0c914d8a,Athletic Finisher,C,0.86,,25
ec6184f6-8765-4258-bd82-57741ea72efe,Shot Creator,PG,1.65,,25
bb2395a5-a3eb-42cd-9a1c-e403418c58a2,Stationary Shooter,PF,0.35,,25
6bd3cad4-d0dc-4e31-a853-8c52be7d8597,Shot Creator,PG,0.36,,25
f3c18dcd-c34c-4cb3-998a-d60b447d63a6,Secondary Ball Handler,SG,-1.72,,25
2e3a6fa9-9363-4a24-805c-032c143a81ef,Shot Creator,PG,2.39,,25
f341191a-8958-4da6-b136-4f8b125b75f7,,,0,,25
edfdb7f1-0419-4903-ba29-7705806f991e,Primary Ball Handler,SF,1.52,,25
39cc3f71-db87-4353-8c67-1b28e491fddf,Stretch Big,C,-0.85,,25
5eb89cec-1f1a-4825-a63a-e5d4eea8ae2a,Athletic Finisher,C,0.89,,25
bd2b3a5d-e54a-4e66-9e40-76c1d6afb348,Movement Shooter,PG,-1.62,,25
79de10d8-3e6a-4c0f-88df-7b383c566627,Stationary Shooter,SF,-0.93,,25
06335576-3e37-42ca-a21a-7c84f1e83238,,,0,,25
c3f3faf8-bd3f-478e-bcd9-05d84279d769,Roll + Cut Big,C,-0.8,,26
71a2cb05-0a97-4768-b874-8fa191670546,Shot Creator,SG,-2.24,,26
f57cf8e1-1cd8-428f-b30c-e4ac6be8edf9,Low Minute,SG,-0.67,,26
30b6bb24-05d9-41b9-b4f6-f65e2330167f,Roll + Cut Big,C,2.86,,26
6cbdd7d9-55da-47a6-9f78-5b21ce6a189a,,,0,,26
63f955e6-44de-49e6-ba44-aee62dbf3a4c,Primary Ball Handler,SG,1.4,,26
4195e9a2-cbd8-4a47-b492-cfb931f0e436,Movement Shooter,PF,0.35,,26
c10f3f3e-39ed-4f1e-b6e8-b3fee99d3419,,,0,,26
ee1ecb67-072f-4bde-8bb9-8fba45579bc0,Movement Shooter,SF,-0.34,,26
b4e15114-b07b-4045-842c-3ec4f953492f,Movement Shooter,SG,-2.18,,26
7213eae2-405d-4898-a0a6-f278e55b77e3,,,0,,26
ab8cc2ab-4b00-45a7-accd-778ce0c54f8f,Athletic Finisher,PF,-1.13,,26
451e8e18-7fa7-458e-879e-5046f86159f6,Shot Creator,C,3.27,,27
eb4dfbdf-9c61-4c9e-a3a4-b029643bb760,Shot Creator,PG,1.81,,27
2f60c293-6a0e-4992-97b9-4f3f7ba76676,Secondary Ball Handler,SG,-1.3,,27
4aa40969-2807-474a-ab5b-f8f41f228179,Stationary Shooter,SF,-1.03,,27
ffd8660f-ce0d-4be8-a639-2512ffdfdacf,Shot Creator,PF,0.66,,27
ca6c3aa0-76e6-4cdf-a915-0c5fcd700dd1,Shot Creator,PF,-1.14,,27
eafd76d0-de9a-468d-b783-1c43e51cc8cd,Movement Shooter,SF,-1.84,,27
93c305e8-98b7-47d9-940d-6cc091abe75a,,,0,,27
486005b2-8a08-4b8b-8ad4-619bfaede0af,Roll + Cut Big,C,2.67,,27
3891ea95-070e-4060-942d-7dbb100bdb7d,Low Minute,PF,-0.43,,27
e38b6c23-78b7-4d37-a436-d8c0a1bc76de,,,0,,27
876146a9-0e94-4b8d-883b-a95edb55cb97,Primary Ball Handler,SG,-2.31,,27
752b6e33-238e-4075-97e7-e8762dbae027,Off Screen Shooter,SG,-2.25,,28
8c8561c9-cae9-4545-b8dd-cdac3bcdb909,Movement Shooter,SG,-1.33,,28
adc8eb80-8f25-4746-b094-2ac8e48ed765,Primary Ball Handler,SF,0.45,,28
aeffc073-e131-4e74-9ab2-7dad6d12bdc9,Roll + Cut Big,C,1.3,,28
2d907a33-5f23-4b87-b411-73568f69133d,Movement Shooter,SF,-2.94,,28
61aca18b-b835-4158-9d64-bcb5fa1de081,Primary Ball Handler,PG,1.41,,28
de06f45e-9909-413a-9266-aa7ac2716f10,,,0,,28
91091af6-e306-4396-a2b3-34aea1b56198,Primary Ball Handler,PG,-2.22,,28
ef777ec5-f690-4692-85bf-30a6d26e5249,,,0,,28
2725d28b-5766-4c5b-9a66-1569ff2a3bfd,,,0,,28
385dd20a-1c22-4c82-ae72-b0afa194fb59,Roll + Cut Big,C,-0.09,,28
dcc41efd-d57c-4ac1-906f-8f16ab45d8b5,Shot Creator,PF,-0.43,,28
c168cdd6-a658-4081-9dda-7c91a54c3cae,Shot Creator,SF,-1.29,,28
5e08ff44-54ab-46c2-8b86-882414eeda6a,Shot Creator,PF,1.85,,28
ae44c3bf-98e7-4782-af43-193b675a6df8,Off Screen Shooter,PF,0.19,,29
9102622f-cb2d-4d1b-9262-30b86b6345fb,Stationary Shooter,SG,-0.01,,29
4880e90f-e239-47ac-be1a-e50770496646,Primary Ball Handler,PG,-3.18,,29
104d1d21-f920-4a90-9655-75fc17cfd0d0,Stretch Big,C,-0.29,,29
0c3cb58f-683d-4a85-b4f8-039c79ccd862,,,0,,29
3b019f93-a62d-4fbc-b247-6d901b4cd2e6,Primary Ball Handler,PG,-2.44,,29
1a28fcd5-cd06-4439-80b3-a2a062aac2d0,Stationary Shooter,SG,1.23,,29
ccf89ad2-f95c-4343-a8bc-4a14ef575911,Movement Shooter,SF,-2.17,,29
fc0a0c81-ae7b-436a-9b17-7609657e9ab6,Shot Creator,C,2.05,,29
87080b67-c0cd-46e8-b9dd-1f0f4ac739e2,Secondary Ball Handler,SG,-2,,29
62ee39ee-847b-4f77-9073-3764f75acddb,Post Scorer,C,0.63,,29
3112af4c-f440-4fb0-b9af-d4accb63c277,Roll + Cut Big,C,-0.45,,29
b4eb4aec-eb76-4291-af53-15965a5332b2,Movement Shooter,SG,-5.28,,29
e45257b0-cf80-45e1-a4ee-5ef1eaf51822,Movement Shooter,SF,-2.7,,29
54c00870-2cd1-4d59-8e2b-dddc0871048b,Stationary Shooter,C,-1.81,,29
dc787b7f-4231-40e5-b5cc-435fcaa288bb,,,0,,29
1e09d6e1-5c0f-4f46-b560-3ea55d09437f,Movement Shooter,SG,-2.53,,30
15269328-9b06-4438-b6c2-e7fb16c7d6dc,Secondary Ball Handler,SF,-2.79,,30
124061d7-90ce-49c0-8cbe-a306406655f1,,,0,,30
9a4c0f82-f3c3-4ee4-af27-7fbc40caf441,Shot Creator,SF,0.28,,30
8af0ab62-2b94-41db-9c62-9aa808920102,Movement Shooter,SF,-0.74,,30
387423a0-7285-4b96-acd3-90a55bc028c4,Stretch Big,C,-1.71,,30
a1eb5346-524f-48b6-8f02-39b0e9f7082a,Movement Shooter,SF,-2.25,,30
aa1d6a26-acf9-448e-ae41-6346da11b573,,,0,,30
7feafeed-d219-4cb0-927f-fa2883e5335a,Primary Ball Handler,PG,2.55,,30
bb8294be-c72e-4b08-832e-4bee3ccfb115,Roll + Cut Big,C,-0.52,,30
522725fe-581a-4ae2-b2a5-7d68adcfdf57,,,0,,30
90a2cbea-f856-497a-a8d9-80009ee3a4d1,Stretch Big,C,-0.42,,30
984e6efa-84ac-4334-b0ca-6d223a595d57,Shot Creator,C,3.45,,30
cb4c1efc-bc3e-4e09-96a4-56a88dd00933,Primary Ball Handler,PG,-4.91,,30
